Payment No,Type,Date,Name ID,Name,Method,Check/Ref No,Currency,Amount,Exchange Rate,Amount (USD),Applied To,Applied Amount,Unapplied
PAY-D-7514,Bill Payment,02/05/2026,V-1078,Rogue Valley Cheese Works,ACH,822605599190473,USD,"25,295.92",1.0000,"25,295.92",B-20926,"15,643.28",0.00
PAY-D-7514,Bill Payment,02/05/2026,V-1078,Rogue Valley Cheese Works,ACH,822605599190473,USD,"25,295.92",1.0000,"25,295.92",B-20526,"9,652.64",
PAY-D-7515,Bill Payment,02/05/2026,V-1080,Mt. Hood Berry Farm,ACH,594418744370372,USD,"17,706.23",1.0000,"17,706.23",B-20548,"7,181.93",0.00
PAY-D-7515,Bill Payment,02/05/2026,V-1080,Mt. Hood Berry Farm,ACH,594418744370372,USD,"17,706.23",1.0000,"17,706.23",B-20803,"10,524.30",
PAY-D-7516,Bill Payment,02/05/2026,V-1119,Cowlitz Creek Farms,ACH,641605632673502,USD,"15,339.14",1.0000,"15,339.14",B-20392,"15,339.14",0.00
PAY-D-7517,Bill Payment,02/05/2026,V-1136,Hells Canyon Honey,CHECK,40160,USD,"14,042.95",1.0000,"14,042.95",B-21564,"14,042.95",0.00
PAY-D-7518,Bill Payment,02/05/2026,V-1142,Umatilla Specialty Produce,CHECK,40161,USD,"19,835.58",1.0000,"19,835.58",B-20372,"4,443.43",0.00
PAY-D-7518,Bill Payment,02/05/2026,V-1142,Umatilla Specialty Produce,CHECK,40161,USD,"19,835.58",1.0000,"19,835.58",B-21584,"15,392.15",
PAY-D-7519,Bill Payment,02/05/2026,V-1155,Pacific Fleet Fuel,ACH,576650467966009,USD,"3,042.82",1.0000,"3,042.82",B-20822,"3,042.82",0.00
PAY-D-7520,Bill Payment,02/05/2026,V-1166,Crown Linen & Uniform,ACH,054249734084884,USD,648.22,1.0000,648.22,B-20126,648.22,0.00
PAY-D-7521,Bill Payment,02/05/2026,V-1200,Yamhill Charcuterie,CHECK,40162,USD,"25,126.79",1.0000,"25,126.79",B-21491,"9,520.52",0.00
PAY-D-7521,Bill Payment,02/05/2026,V-1200,Yamhill Charcuterie,CHECK,40162,USD,"25,126.79",1.0000,"25,126.79",B-20876,"15,606.27",
PAY-D-7522,Bill Payment,02/05/2026,V-1204,Northwest Reefer Transport,ACH,661017745551913,USD,"6,580.10",1.0000,"6,580.10",B-20458,"2,719.29",0.00
PAY-D-7522,Bill Payment,02/05/2026,V-1204,Northwest Reefer Transport,ACH,661017745551913,USD,"6,580.10",1.0000,"6,580.10",B-20283,"3,860.81",
PAY-D-7523,Bill Payment,02/05/2026,V-1205,Methow Valley Apples,ACH,929971255785284,USD,"8,704.76",1.0000,"8,704.76",B-20055,"8,704.76",0.00
PAY-D-7524,Bill Payment,02/05/2026,V-1206,Pend Oreille Wild Rice,CHECK,40163,USD,"9,340.26",1.0000,"9,340.26",B-20589,"9,340.26",0.00
PAY-D-7525,Bill Payment,02/05/2026,V-1209,Sound Cartage Co.,ACH,576865016760859,USD,"1,973.63",1.0000,"1,973.63",B-21025,"1,973.63",0.00
PAY-D-7526,Bill Payment,02/05/2026,V-1224,Siuslaw Cranberry Growers,ACH,293304727373122,USD,"8,293.83",1.0000,"8,293.83",B-20221,"8,293.83",0.00
PAY-D-7527,Bill Payment,02/05/2026,V-1226,Skagit Valley Grains,CHECK,40164,USD,"23,974.38",1.0000,"23,974.38",B-20076,"13,804.61",0.00
PAY-D-7527,Bill Payment,02/05/2026,V-1226,Skagit Valley Grains,CHECK,40164,USD,"23,974.38",1.0000,"23,974.38",B-21323,"10,169.77",
PAY-D-7528,Bill Payment,02/05/2026,V-1227,Blue Mountain Carriers,CHECK,40165,USD,"1,589.02",1.0000,"1,589.02",B-20037,"1,589.02",0.00
PAY-D-7529,Bill Payment,02/05/2026,V-1236,Kittitas Hay & Grain,CHECK,40166,USD,"11,894.04",1.0000,"11,894.04",B-20702,"11,894.04",0.00
PAY-D-7530,Bill Payment,02/05/2026,V-1239,Newberg Nut Growers,ACH,651300808843601,USD,"3,815.87",1.0000,"3,815.87",B-20640,"3,815.87",0.00
PAY-D-7531,Bill Payment,02/05/2026,V-1251,Payette Valley Beef,ACH,099780167225108,USD,"12,213.34",1.0000,"12,213.34",B-20911,"12,213.34",0.00
PAY-D-7532,Bill Payment,02/05/2026,V-1252,Snake River Trout Farms,ACH,270995585926045,USD,"11,835.92",1.0000,"11,835.92",B-20393,"11,835.92",0.00
PAY-D-7533,Bill Payment,02/05/2026,V-1255,Coquille Dairy Cooperative,ACH,484088340165490,USD,"4,476.58",1.0000,"4,476.58",B-20259,"4,476.58",0.00
PAY-D-7534,Bill Payment,02/05/2026,V-1270,Santiam Canning Co.,CHECK,40167,USD,"5,792.55",1.0000,"5,792.55",B-20357,"5,792.55",0.00
PAY-D-7535,Bill Payment,02/05/2026,V-1274,Olympic Peninsula Mushrooms,CHECK,40168,USD,"15,512.51",1.0000,"15,512.51",B-20085,"15,512.51",0.00
PAY-D-7536,Bill Payment,02/05/2026,V-1277,Metro Waste Haulers,ACH,132288751155806,USD,757.10,1.0000,757.10,B-20203,757.10,0.00
PAY-D-7537,Bill Payment,02/05/2026,V-1279,Willamette Valley Creamery,ACH,988242488381965,USD,"8,892.64",1.0000,"8,892.64",B-20214,"8,892.64",0.00
PAY-D-7538,Bill Payment,02/05/2026,V-1280,Grande Ronde Poultry,CHECK,40169,USD,"14,438.98",1.0000,"14,438.98",B-20442,"14,438.98",0.00
PAY-D-7539,Bill Payment,02/05/2026,V-1284,Hood Canal Oyster Co.,ACH,105771677560938,USD,"11,842.08",1.0000,"11,842.08",B-20677,"11,842.08",0.00
PAY-D-7540,Bill Payment,02/05/2026,V-1290,Columbia Gorge Orchards,ACH,325342268260057,USD,"13,492.58",1.0000,"13,492.58",B-20210,"13,492.58",0.00
PAY-D-7541,Bill Payment,02/05/2026,V-1291,Palouse Lentil Growers,ACH,426430031378155,USD,"14,550.46",1.0000,"14,550.46",B-20288,"14,550.46",0.00
PAY-D-7542,Bill Payment,02/05/2026,V-1292,Hermiston Melon Farms,ACH,344415463841846,USD,"11,714.42",1.0000,"11,714.42",B-21022,"11,714.42",0.00
PAY-D-7543,Bill Payment,02/12/2026,V-1020,Cascade Coldchain Logistics,CHECK,40170,USD,"2,916.22",1.0000,"2,916.22",B-21345,"2,916.22",0.00
PAY-D-7544,Bill Payment,02/12/2026,V-1023,Clearwater Creamery,ACH,333749869245929,USD,"8,498.62",1.0000,"8,498.62",B-20137,"8,498.62",0.00
PAY-D-7545,Bill Payment,02/12/2026,V-1042,Pacific Coast Packaging LLC,ACH,328668706617700,USD,"7,907.90",1.0000,"7,907.90",B-20537,"7,907.90",0.00
PAY-D-7546,Bill Payment,02/12/2026,V-1045,Talent Bridge Staffing,ACH,813846122284032,USD,"2,226.48",1.0000,"2,226.48",B-20426,"2,226.48",0.00
PAY-D-7547,Bill Payment,02/12/2026,V-1051,Stumptown Office Supply,ACH,290099206237837,USD,645.85,1.0000,645.85,B-21468,645.85,0.00
PAY-D-7548,Bill Payment,02/12/2026,V-1055,Wenatchee Pear Packers,CHECK,40171,USD,"12,337.84",1.0000,"12,337.84",B-21367,"12,337.84",0.00
PAY-D-7549,Bill Payment,02/12/2026,V-1058,Ridgeline Express,ACH,650331352504128,USD,"1,557.30",1.0000,"1,557.30",B-20565,"1,557.30",0.00
PAY-D-7550,Bill Payment,02/12/2026,V-1066,Willamette Sanitation Supply,ACH,207095926052150,USD,518.98,1.0000,518.98,B-21166,518.98,0.00
PAY-D-7551,Bill Payment,02/12/2026,V-1074,Scappoose Organic Farms,CHECK,40172,USD,"14,847.08",1.0000,"14,847.08",B-20224,"14,847.08",0.00
PAY-D-7552,Bill Payment,02/12/2026,V-1077,Puget Sound Shellfish Co.,ACH,680666322095613,USD,"15,690.27",1.0000,"15,690.27",B-20186,"15,690.27",0.00
PAY-D-7553,Bill Payment,02/12/2026,V-1119,Cowlitz Creek Farms,ACH,062810771721695,USD,"8,066.71",1.0000,"8,066.71",B-21123,"8,066.71",0.00
PAY-D-7554,Bill Payment,02/12/2026,V-1120,Columbia River Freightways,ACH,123313778272094,USD,"3,767.98",1.0000,"3,767.98",B-21402,"2,883.89",0.00
PAY-D-7554,Bill Payment,02/12/2026,V-1120,Columbia River Freightways,ACH,123313778272094,USD,"3,767.98",1.0000,"3,767.98",B-20561,884.09,
PAY-D-7555,Bill Payment,02/12/2026,V-1124,Coos Bay Crab Co.,CHECK,40173,USD,"4,714.95",1.0000,"4,714.95",B-20083,"4,714.95",0.00
PAY-D-7556,Bill Payment,02/12/2026,V-1127,Nooksack Berry Growers,ACH,582437878591433,USD,"6,733.44",1.0000,"6,733.44",B-20359,"6,733.44",0.00
PAY-D-7557,Bill Payment,02/12/2026,V-1128,Yakima Hop & Herb,ACH,105158770931484,USD,"9,912.63",1.0000,"9,912.63",B-20331,"9,912.63",0.00
PAY-D-7558,Bill Payment,02/12/2026,V-1132,Rose City Tire & Auto,CHECK,40174,USD,"1,116.17",1.0000,"1,116.17",B-20899,"1,116.17",0.00
PAY-D-7559,Bill Payment,02/12/2026,V-1142,Umatilla Specialty Produce,CHECK,40175,USD,"4,807.61",1.0000,"4,807.61",B-21438,"4,807.61",0.00
PAY-D-7560,Bill Payment,02/12/2026,V-1143,CloudLedger Software,ACH,043146975088631,USD,615.10,1.0000,615.10,B-20201,615.10,0.00
PAY-D-7561,Bill Payment,02/12/2026,V-1147,Oregon Coast Seafood Traders,CHECK,40176,USD,"14,860.32",1.0000,"14,860.32",B-21196,"14,860.32",0.00
PAY-D-7562,Bill Payment,02/12/2026,V-1151,Walla Walla Onion Growers,ACH,796740890243009,USD,"5,122.01",1.0000,"5,122.01",B-20916,"5,122.01",0.00
PAY-D-7563,Bill Payment,02/12/2026,V-1155,Pacific Fleet Fuel,ACH,662905675043854,USD,"1,833.05",1.0000,"1,833.05",B-20267,"1,833.05",0.00
PAY-D-7564,Bill Payment,02/12/2026,V-1166,Crown Linen & Uniform,ACH,920032625146928,USD,532.00,1.0000,532.00,B-20579,532.00,0.00
PAY-D-7565,Bill Payment,02/12/2026,V-1173,Nisqually Salmon Co.,CHECK,40177,USD,"9,173.22",1.0000,"9,173.22",B-21572,"9,173.22",0.00
PAY-D-7566,Bill Payment,02/12/2026,V-1193,Chehalis Valley Eggs,ACH,090692002482547,USD,"9,183.58",1.0000,"9,183.58",B-20819,"9,183.58",0.00
PAY-D-7567,Bill Payment,02/12/2026,V-1197,Northgate IT Partners,ACH,419446360049591,USD,"2,092.17",1.0000,"2,092.17",B-20894,"2,092.17",0.00
PAY-D-7568,Bill Payment,02/12/2026,V-1205,Methow Valley Apples,ACH,965549088200869,USD,"4,789.97",1.0000,"4,789.97",B-20625,"4,789.97",0.00
PAY-D-7569,Bill Payment,02/12/2026,V-1206,Pend Oreille Wild Rice,CHECK,40178,USD,"11,688.91",1.0000,"11,688.91",B-21143,"11,688.91",0.00
PAY-D-7570,Bill Payment,02/12/2026,V-1209,Sound Cartage Co.,ACH,891289226796500,USD,"1,839.24",1.0000,"1,839.24",B-20885,"1,839.24",0.00
PAY-D-7571,Bill Payment,02/12/2026,V-1216,Chinook Smokehouse Co.,ACH,750081622710836,USD,"13,413.28",1.0000,"13,413.28",B-21067,"13,413.28",0.00
PAY-D-7572,Bill Payment,02/12/2026,V-1220,Treasure Valley Trucking,ACH,031073178777730,USD,"3,948.09",1.0000,"3,948.09",B-20823,769.81,0.00
PAY-D-7572,Bill Payment,02/12/2026,V-1220,Treasure Valley Trucking,ACH,031073178777730,USD,"3,948.09",1.0000,"3,948.09",B-20757,"3,178.28",
PAY-D-7573,Bill Payment,02/12/2026,V-1223,Malheur Onion Co.,CHECK,40179,USD,"6,920.91",1.0000,"6,920.91",B-20792,"6,920.91",0.00
PAY-D-7574,Bill Payment,02/12/2026,V-1224,Siuslaw Cranberry Growers,ACH,480396915193002,USD,"7,143.54",1.0000,"7,143.54",B-20016,"7,143.54",0.00
PAY-D-7575,Bill Payment,02/12/2026,V-1235,Bitterroot Bakehouse Supply,ACH,998134538158047,USD,"13,833.14",1.0000,"13,833.14",B-21524,"13,833.14",0.00
PAY-D-7576,Bill Payment,02/12/2026,V-1237,McKenzie River Mills,ACH,011823440484926,USD,"4,366.41",1.0000,"4,366.41",B-21061,"4,366.41",0.00
PAY-D-7577,Bill Payment,02/12/2026,V-1239,Newberg Nut Growers,ACH,226034567806727,USD,"8,806.80",1.0000,"8,806.80",B-20837,"8,806.80",0.00
PAY-D-7578,Bill Payment,02/12/2026,V-1242,Teton Valley Trout,ACH,956944010247828,USD,"7,645.24",1.0000,"7,645.24",B-21074,"7,645.24",0.00
PAY-D-7579,Bill Payment,02/12/2026,V-1244,Portland Fleet Wash,ACH,009089816275599,USD,220.66,1.0000,220.66,B-21393,220.66,0.00
PAY-D-7580,Bill Payment,02/12/2026,V-1252,Snake River Trout Farms,ACH,984840042754059,USD,"9,780.62",1.0000,"9,780.62",B-21052,"9,780.62",0.00
PAY-D-7581,Bill Payment,02/12/2026,V-1255,Coquille Dairy Cooperative,ACH,016346699364732,USD,"4,503.89",1.0000,"4,503.89",B-20801,"4,503.89",0.00
PAY-D-7582,Bill Payment,02/12/2026,V-1263,Summit Refrigeration Services,CHECK,40180,USD,"1,578.95",1.0000,"1,578.95",B-21144,"1,578.95",0.00
PAY-D-7583,Bill Payment,02/12/2026,V-1265,Coastline Shredding,ACH,432383175540166,USD,162.12,1.0000,162.12,B-21384,162.12,0.00
PAY-D-7584,Bill Payment,02/12/2026,V-1266,Silvies River Lamb,CHECK,40181,USD,"7,310.39",1.0000,"7,310.39",B-20265,"7,310.39",0.00
PAY-D-7585,Bill Payment,02/12/2026,V-1274,Olympic Peninsula Mushrooms,CHECK,40182,USD,"6,992.20",1.0000,"6,992.20",B-20827,"6,992.20",0.00
PAY-D-7586,Bill Payment,02/12/2026,V-1279,Willamette Valley Creamery,ACH,048308079518527,USD,"6,268.62",1.0000,"6,268.62",B-20689,"6,268.62",0.00
PAY-D-7587,Bill Payment,02/12/2026,V-1281,Boardman Tree Fruit,ACH,119495529384837,USD,"9,715.50",1.0000,"9,715.50",B-21484,"9,715.50",0.00
PAY-D-7588,Bill Payment,02/12/2026,V-1284,Hood Canal Oyster Co.,ACH,867508977597014,USD,"10,879.76",1.0000,"10,879.76",B-20712,"10,879.76",0.00
PAY-D-7589,Bill Payment,02/12/2026,V-1288,Wallowa Grass-Fed Beef,ACH,470604136944625,USD,"13,301.54",1.0000,"13,301.54",B-21338,"13,301.54",0.00
PAY-D-7590,Bill Payment,02/12/2026,V-1289,Blue Heron Preserves,CHECK,40183,USD,"4,358.80",1.0000,"4,358.80",B-20309,"4,358.80",0.00
PAY-D-7591,Bill Payment,02/12/2026,V-1290,Columbia Gorge Orchards,ACH,072889233291613,USD,"6,537.94",1.0000,"6,537.94",B-20678,"6,537.94",0.00
PAY-D-7592,Bill Payment,02/12/2026,V-1294,Umpqua Oat Mill,ACH,966352615376964,USD,"11,613.49",1.0000,"11,613.49",B-20606,"11,613.49",0.00
PAY-D-7593,Bill Payment,02/19/2026,V-1011,Klamath Basin Potato Co.,CHECK,40184,USD,"9,617.98",1.0000,"9,617.98",B-21289,"9,617.98",0.00
PAY-D-7594,Bill Payment,02/19/2026,V-1015,Deschutes Brewing Supply Co-op,ACH,461104044256743,USD,"11,689.62",1.0000,"11,689.62",B-21024,"11,689.62",0.00
PAY-D-7595,Bill Payment,02/19/2026,V-1023,Clearwater Creamery,ACH,138809410002894,USD,"14,496.02",1.0000,"14,496.02",B-20119,"14,496.02",0.00
PAY-D-7596,Bill Payment,02/19/2026,V-1042,Pacific Coast Packaging LLC,ACH,509779549316175,USD,"2,846.99",1.0000,"2,846.99",B-20981,"2,846.99",0.00
PAY-D-7597,Bill Payment,02/19/2026,V-1058,Ridgeline Express,ACH,858653591853001,USD,453.66,1.0000,453.66,B-20684,453.66,0.00
PAY-D-7598,Bill Payment,02/19/2026,V-1066,Willamette Sanitation Supply,ACH,725481142142594,USD,272.79,1.0000,272.79,B-21422,272.79,0.00
PAY-D-7599,Bill Payment,02/19/2026,V-1074,Scappoose Organic Farms,CHECK,40185,USD,"13,430.54",1.0000,"13,430.54",B-20619,"13,430.54",0.00
PAY-D-7600,Bill Payment,02/19/2026,V-1078,Rogue Valley Cheese Works,ACH,010957723754629,USD,"14,171.36",1.0000,"14,171.36",B-21307,"14,171.36",0.00
PAY-D-7601,Bill Payment,02/19/2026,V-1120,Columbia River Freightways,ACH,456060808504811,USD,"2,076.76",1.0000,"2,076.76",B-20091,"2,076.76",0.00
PAY-D-7602,Bill Payment,02/19/2026,V-1128,Yakima Hop & Herb,ACH,328569394321200,USD,"7,715.45",1.0000,"7,715.45",B-21027,"7,715.45",0.00
PAY-D-7603,Bill Payment,02/19/2026,V-1136,Hells Canyon Honey,CHECK,40186,USD,"3,824.60",1.0000,"3,824.60",B-20594,"3,824.60",0.00
PAY-D-7604,Bill Payment,02/19/2026,V-1147,Oregon Coast Seafood Traders,CHECK,40187,USD,"15,102.20",1.0000,"15,102.20",B-20124,"15,102.20",0.00
PAY-D-7605,Bill Payment,02/19/2026,V-1151,Walla Walla Onion Growers,ACH,677054910493604,USD,"13,921.38",1.0000,"13,921.38",B-20573,"13,921.38",0.00
PAY-D-7606,Bill Payment,02/19/2026,V-1154,Brightline Janitorial,ACH,823648385476724,USD,"1,573.27",1.0000,"1,573.27",B-20322,"1,573.27",0.00
PAY-D-7607,Bill Payment,02/19/2026,V-1155,Pacific Fleet Fuel,ACH,609425608896158,USD,"2,106.69",1.0000,"2,106.69",B-20983,"2,106.69",0.00
PAY-D-7608,Bill Payment,02/19/2026,V-1160,Hollis & Ward CPAs,CHECK,40188,USD,"11,433.66",1.0000,"11,433.66",B-20154,"11,433.66",0.00
PAY-D-7609,Bill Payment,02/19/2026,V-1200,Yamhill Charcuterie,CHECK,40189,USD,"4,524.02",1.0000,"4,524.02",B-20610,"4,524.02",0.00
PAY-D-7610,Bill Payment,02/19/2026,V-1204,Northwest Reefer Transport,ACH,456119333110293,USD,"6,917.79",1.0000,"6,917.79",B-21459,"4,411.67",0.00
PAY-D-7610,Bill Payment,02/19/2026,V-1204,Northwest Reefer Transport,ACH,456119333110293,USD,"6,917.79",1.0000,"6,917.79",B-20198,"2,506.12",
PAY-D-7611,Bill Payment,02/19/2026,V-1205,Methow Valley Apples,ACH,791171199885083,USD,"5,939.74",1.0000,"5,939.74",B-20112,"5,939.74",0.00
PAY-D-7612,Bill Payment,02/19/2026,V-1206,Pend Oreille Wild Rice,CHECK,40190,USD,"5,631.81",1.0000,"5,631.81",B-20287,"5,631.81",0.00
PAY-D-7613,Bill Payment,02/19/2026,V-1209,Sound Cartage Co.,ACH,745119104489751,USD,"2,857.71",1.0000,"2,857.71",B-21425,"2,857.71",0.00
PAY-D-7614,Bill Payment,02/19/2026,V-1216,Chinook Smokehouse Co.,ACH,386122827476898,USD,"11,971.93",1.0000,"11,971.93",B-20398,"11,971.93",0.00
PAY-D-7615,Bill Payment,02/19/2026,V-1226,Skagit Valley Grains,CHECK,40191,USD,"12,371.77",1.0000,"12,371.77",B-20139,"12,371.77",0.00
PAY-D-7616,Bill Payment,02/19/2026,V-1227,Blue Mountain Carriers,CHECK,40192,USD,"3,492.09",1.0000,"3,492.09",B-21164,"3,492.09",0.00
PAY-D-7617,Bill Payment,02/19/2026,V-1233,Lummi Bay Seafood,ACH,891717411768446,USD,"9,573.84",1.0000,"9,573.84",B-20397,"9,573.84",0.00
PAY-D-7618,Bill Payment,02/19/2026,V-1235,Bitterroot Bakehouse Supply,ACH,313704943782562,USD,"14,132.93",1.0000,"14,132.93",B-20557,"14,132.93",0.00
PAY-D-7619,Bill Payment,02/19/2026,V-1236,Kittitas Hay & Grain,CHECK,40193,USD,"11,051.18",1.0000,"11,051.18",B-20012,"11,051.18",0.00
PAY-D-7620,Bill Payment,02/19/2026,V-1237,McKenzie River Mills,ACH,414712221178094,USD,"11,242.63",1.0000,"11,242.63",B-21285,"11,242.63",0.00
PAY-D-7621,Bill Payment,02/19/2026,V-1242,Teton Valley Trout,ACH,829249796147004,USD,"12,471.74",1.0000,"12,471.74",B-20355,"12,471.74",0.00
PAY-D-7622,Bill Payment,02/19/2026,V-1251,Payette Valley Beef,ACH,440728072997290,USD,"9,339.13",1.0000,"9,339.13",B-20954,"9,339.13",0.00
PAY-D-7623,Bill Payment,02/19/2026,V-1252,Snake River Trout Farms,ACH,127859762542299,USD,"15,551.57",1.0000,"15,551.57",B-20721,"15,551.57",0.00
PAY-D-7624,Bill Payment,02/19/2026,V-1266,Silvies River Lamb,CHECK,40194,USD,"7,430.78",1.0000,"7,430.78",B-21081,"7,430.78",0.00
PAY-D-7625,Bill Payment,02/19/2026,V-1270,Santiam Canning Co.,CHECK,40195,USD,"5,046.20",1.0000,"5,046.20",B-20583,"5,046.20",0.00
PAY-D-7626,Bill Payment,02/19/2026,V-1279,Willamette Valley Creamery,ACH,628881342841674,USD,"9,472.42",1.0000,"9,472.42",B-20390,"9,472.42",0.00
PAY-D-7627,Bill Payment,02/19/2026,V-1280,Grande Ronde Poultry,CHECK,40196,USD,"11,076.39",1.0000,"11,076.39",B-20053,"11,076.39",0.00
PAY-D-7628,Bill Payment,02/19/2026,V-1284,Hood Canal Oyster Co.,ACH,924188027494119,USD,"11,669.97",1.0000,"11,669.97",B-20554,"11,669.97",0.00
PAY-D-7629,Bill Payment,02/19/2026,V-1288,Wallowa Grass-Fed Beef,ACH,899821781528762,USD,"12,078.21",1.0000,"12,078.21",B-20406,"12,078.21",0.00
PAY-D-7630,Bill Payment,02/19/2026,V-1289,Blue Heron Preserves,CHECK,40197,USD,"13,268.64",1.0000,"13,268.64",B-20208,"13,268.64",0.00
PAY-D-7631,Bill Payment,02/19/2026,V-1290,Columbia Gorge Orchards,ACH,329611412481342,USD,"14,100.58",1.0000,"14,100.58",B-21014,"14,100.58",0.00
PAY-D-7632,Bill Payment,02/19/2026,V-1291,Palouse Lentil Growers,ACH,178059624044768,USD,"18,031.86",1.0000,"18,031.86",B-20161,"4,538.65",0.00
PAY-D-7632,Bill Payment,02/19/2026,V-1291,Palouse Lentil Growers,ACH,178059624044768,USD,"18,031.86",1.0000,"18,031.86",B-20656,"13,493.21",
PAY-D-7633,Bill Payment,02/19/2026,V-1292,Hermiston Melon Farms,ACH,710825027193200,USD,"7,937.93",1.0000,"7,937.93",B-20519,"7,937.93",0.00
PAY-D-7634,Bill Payment,02/26/2026,V-1011,Klamath Basin Potato Co.,CHECK,40198,USD,"8,618.55",1.0000,"8,618.55",B-21204,"8,618.55",0.00
PAY-D-7635,Bill Payment,02/26/2026,V-1015,Deschutes Brewing Supply Co-op,ACH,355666112261614,USD,"10,697.47",1.0000,"10,697.47",B-20500,"10,697.47",0.00
PAY-D-7636,Bill Payment,02/26/2026,V-1020,Cascade Coldchain Logistics,CHECK,40199,USD,"3,384.72",1.0000,"3,384.72",B-20105,"3,384.72",0.00
PAY-D-7637,Bill Payment,02/26/2026,V-1031,Tualatin Hazelnut Co.,CHECK,40200,USD,"11,645.81",1.0000,"11,645.81",B-20936,"11,645.81",0.00
PAY-D-7638,Bill Payment,02/26/2026,V-1042,Pacific Coast Packaging LLC,ACH,068179646449939,USD,"6,082.29",1.0000,"6,082.29",B-20219,"6,082.29",0.00
PAY-D-7639,Bill Payment,02/26/2026,V-1045,Talent Bridge Staffing,ACH,077819970261582,USD,"4,264.82",1.0000,"4,264.82",B-21175,"4,264.82",0.00
PAY-D-7640,Bill Payment,02/26/2026,V-1051,Stumptown Office Supply,ACH,607446545803366,USD,162.67,1.0000,162.67,B-20947,162.67,0.00
PAY-D-7641,Bill Payment,02/26/2026,V-1055,Wenatchee Pear Packers,CHECK,40201,USD,"6,464.59",1.0000,"6,464.59",B-21553,"6,464.59",0.00
PAY-D-7642,Bill Payment,02/26/2026,V-1058,Ridgeline Express,ACH,350378641223914,USD,"1,056.79",1.0000,"1,056.79",B-20260,"1,056.79",0.00
PAY-D-7643,Bill Payment,02/26/2026,V-1067,Marlowe Ostrander LLP,CHECK,40202,USD,"3,784.14",1.0000,"3,784.14",B-21525,"3,784.14",0.00
PAY-D-7644,Bill Payment,02/26/2026,V-1077,Puget Sound Shellfish Co.,ACH,036808409944987,USD,"9,828.51",1.0000,"9,828.51",B-20132,"9,828.51",0.00
PAY-D-7645,Bill Payment,02/26/2026,V-1080,Mt. Hood Berry Farm,ACH,776361279029861,USD,"12,447.52",1.0000,"12,447.52",B-20527,"12,447.52",0.00
PAY-D-7646,Bill Payment,02/26/2026,V-1105,Everbright Electric Contractors,CHECK,40203,USD,"1,787.39",1.0000,"1,787.39",B-20171,"1,787.39",0.00
PAY-D-7647,Bill Payment,02/26/2026,V-1119,Cowlitz Creek Farms,ACH,004536394662693,USD,"14,405.40",1.0000,"14,405.40",B-21072,"14,405.40",0.00
PAY-D-7648,Bill Payment,02/26/2026,V-1120,Columbia River Freightways,ACH,853138750430842,USD,896.28,1.0000,896.28,B-20584,896.28,0.00
PAY-D-7649,Bill Payment,02/26/2026,V-1124,Coos Bay Crab Co.,CHECK,40204,USD,"13,646.68",1.0000,"13,646.68",B-20513,"13,646.68",0.00
PAY-D-7650,Bill Payment,02/26/2026,V-1127,Nooksack Berry Growers,ACH,261467697613219,USD,"8,933.30",1.0000,"8,933.30",B-21478,"8,933.30",0.00
PAY-D-7651,Bill Payment,02/26/2026,V-1136,Hells Canyon Honey,CHECK,40205,USD,"6,940.38",1.0000,"6,940.38",B-20966,"6,940.38",0.00
PAY-D-7652,Bill Payment,02/26/2026,V-1142,Umatilla Specialty Produce,CHECK,40206,USD,"9,373.41",1.0000,"9,373.41",B-20813,"9,373.41",0.00
PAY-D-7653,Bill Payment,02/26/2026,V-1147,Oregon Coast Seafood Traders,CHECK,40207,USD,"4,510.66",1.0000,"4,510.66",B-21157,"4,510.66",0.00
PAY-D-7654,Bill Payment,02/26/2026,V-1151,Walla Walla Onion Growers,ACH,025300718543529,USD,"12,878.90",1.0000,"12,878.90",B-20577,"12,878.90",0.00
PAY-D-7655,Bill Payment,02/26/2026,V-1154,Brightline Janitorial,ACH,647863333621374,USD,"1,642.04",1.0000,"1,642.04",B-21494,"1,642.04",0.00
PAY-D-7656,Bill Payment,02/26/2026,V-1155,Pacific Fleet Fuel,ACH,006448301009903,USD,"3,584.63",1.0000,"3,584.63",B-20578,"3,584.63",0.00
PAY-D-7657,Bill Payment,02/26/2026,V-1173,Nisqually Salmon Co.,CHECK,40208,USD,"13,377.61",1.0000,"13,377.61",B-20327,"13,377.61",0.00
PAY-D-7658,Bill Payment,02/26/2026,V-1180,Beaverton Forklift Leasing,ACH,224910551666528,USD,"4,395.23",1.0000,"4,395.23",B-20036,"2,208.62",0.00
PAY-D-7658,Bill Payment,02/26/2026,V-1180,Beaverton Forklift Leasing,ACH,224910551666528,USD,"4,395.23",1.0000,"4,395.23",B-21578,"2,186.61",
PAY-D-7659,Bill Payment,02/26/2026,V-1193,Chehalis Valley Eggs,ACH,977594771640697,USD,"12,850.59",1.0000,"12,850.59",B-20798,"12,850.59",0.00
PAY-D-7660,Bill Payment,02/26/2026,V-1204,Northwest Reefer Transport,ACH,798901376453629,USD,"1,699.23",1.0000,"1,699.23",B-20559,"1,699.23",0.00
PAY-D-7661,Bill Payment,02/26/2026,V-1206,Pend Oreille Wild Rice,CHECK,40209,USD,"14,138.24",1.0000,"14,138.24",B-21208,"14,138.24",0.00
PAY-D-7662,Bill Payment,02/26/2026,V-1209,Sound Cartage Co.,ACH,260176577016352,USD,635.24,1.0000,635.24,B-20378,635.24,0.00
