Bill No,Vendor ID,Vendor Name,Vendor Ref,Bill Date,Due Date,Currency,Amount,Balance Due,Status
B-21082,V-1193,Chehalis Valley Eggs,CVE-60989,03/20/2026,04/19/2026,USD,"4,018.99",0.00,Paid
B-21084,V-1220,Treasure Valley Trucking,TVT-65929,03/23/2026,04/22/2026,USD,"2,340.81",0.00,Paid
B-21085,V-1200,Yamhill Charcuterie,YC-21136,03/13/2026,04/12/2026,USD,"13,304.68",0.00,Paid
B-21086,V-1042,Pacific Coast Packaging LLC,PCP-23218,02/20/2026,03/22/2026,USD,"8,925.64",0.00,Paid
B-21087,V-1166,Crown Linen & Uniform,CLU-45560,02/09/2026,03/11/2026,USD,689.15,0.00,Paid
B-21089,V-1242,Teton Valley Trout,TVT-23435,06/02/2026,07/02/2026,USD,"10,981.75","10,981.75",Open
B-21090,V-1224,Siuslaw Cranberry Growers,SCG-27473,04/27/2026,05/27/2026,USD,"6,526.71",0.00,Paid
B-21092,V-1206,Pend Oreille Wild Rice,POW-23831,03/09/2026,04/08/2026,USD,"13,442.39",0.00,Paid
B-21093,V-1127,Nooksack Berry Growers,NBG-54486,06/26/2026,07/11/2026,USD,"12,747.26","12,747.26",Open
B-21094,V-1209,Sound Cartage Co.,SCC-77330,05/29/2026,06/28/2026,USD,"2,488.35",0.00,Paid
B-21096,V-1239,Newberg Nut Growers,NNG-32448,06/25/2026,07/25/2026,USD,"13,403.83","13,403.83",Open
B-21097,V-1281,Boardman Tree Fruit,BTF-48374,03/17/2026,04/16/2026,USD,"9,057.08",0.00,Paid
B-21099,V-1235,Bitterroot Bakehouse Supply,BBS-56754,04/14/2026,05/14/2026,USD,"14,281.97",0.00,Paid
B-21101,V-1281,Boardman Tree Fruit,BTF-48476,05/25/2026,06/24/2026,USD,"14,033.39",0.00,Paid
B-21102,V-1227,Blue Mountain Carriers,BMC-59789,05/28/2026,06/27/2026,USD,"2,860.08",0.00,Paid
B-21104,V-1237,McKenzie River Mills,MRM-67581,05/18/2026,06/17/2026,USD,"10,320.01",0.00,Paid
B-21105,V-1223,Malheur Onion Co.,MOC-17188,04/03/2026,05/03/2026,USD,"10,791.99",0.00,Paid
B-21106,V-1237,McKenzie River Mills,MRM-67427,03/12/2026,04/11/2026,USD,"11,883.06",0.00,Paid
B-21107,V-1220,Treasure Valley Trucking,TVT-65862,02/24/2026,03/26/2026,USD,"1,923.12",0.00,Paid
B-21108,V-1227,Blue Mountain Carriers,BMC-59746,05/14/2026,06/13/2026,USD,"2,419.03",0.00,Paid
B-21109,V-1224,Siuslaw Cranberry Growers,SCG-27377,03/16/2026,04/15/2026,USD,"11,216.68",0.00,Paid
B-21110,V-1078,Rogue Valley Cheese Works,RVC-37181,02/18/2026,03/20/2026,USD,"4,463.79",0.00,Paid
B-21111,V-1193,Chehalis Valley Eggs,CVE-61141,06/10/2026,07/10/2026,USD,"15,630.22","15,630.22",Open
B-21114,V-1078,Rogue Valley Cheese Works,RVC-37266,03/16/2026,04/15/2026,USD,"8,653.44",0.00,Paid
B-21115,V-1058,Ridgeline Express,RE-17488,03/16/2026,04/15/2026,USD,"1,590.91",0.00,Paid
B-21116,V-1216,Chinook Smokehouse Co.,CSC-56987,02/02/2026,03/04/2026,USD,"12,306.90",0.00,Paid
B-21117,V-1166,Crown Linen & Uniform,CLU-45656,04/23/2026,05/23/2026,USD,636.27,0.00,Paid
B-21118,V-1127,Nooksack Berry Growers,NBG-54353,04/06/2026,04/21/2026,USD,"7,783.06",0.00,Paid
B-21119,V-1292,Hermiston Melon Farms,HMF-63706,01/16/2026,01/31/2026,USD,"15,781.51",0.00,Paid
B-21120,V-1284,Hood Canal Oyster Co.,HCO-69197,02/24/2026,03/26/2026,USD,"15,014.53",0.00,Paid
B-21121,V-1011,Klamath Basin Potato Co.,KBP-11822,06/26/2026,07/26/2026,USD,"7,426.29","7,426.29",Open
B-21122,V-1142,Umatilla Specialty Produce,USP-32172,03/10/2026,04/09/2026,USD,"7,803.32",0.00,Paid
B-21123,V-1119,Cowlitz Creek Farms,CCF-61139,01/28/2026,02/12/2026,USD,"8,066.71",0.00,Paid
B-21125,V-1151,Walla Walla Onion Growers,WWO-23300,05/27/2026,06/26/2026,USD,"4,394.54",0.00,Paid
B-21126,V-1255,Coquille Dairy Cooperative,CDC-45208,04/08/2026,05/08/2026,USD,"6,902.44",0.00,Paid
B-21127,V-1242,Teton Valley Trout,TVT-23237,03/30/2026,04/29/2026,USD,"6,598.62",0.00,Paid
B-21128,V-1270,Santiam Canning Co.,SCC-51864,04/20/2026,05/05/2026,USD,"5,306.23",0.00,Paid
B-21129,V-1020,Cascade Coldchain Logistics,CCL-22946,12/15/2025,01/14/2026,USD,"3,013.46",0.00,Paid
B-21130,V-1226,Skagit Valley Grains,SVG-15754,06/26/2026,07/26/2026,USD,"15,563.58","15,563.58",Open
B-21131,V-1031,Tualatin Hazelnut Co.,THC-26300,05/05/2026,06/04/2026,USD,"6,151.49",0.00,Paid
B-21132,V-1251,Payette Valley Beef,PVB-56750,03/30/2026,04/29/2026,USD,"8,738.67",0.00,Paid
B-21133,V-1255,Coquille Dairy Cooperative,CDC-45296,05/26/2026,06/25/2026,USD,"11,398.96",0.00,Paid
B-21135,V-1242,Teton Valley Trout,TVT-23458,06/15/2026,07/15/2026,USD,"8,555.52","8,555.52",Open
B-21138,V-1151,Walla Walla Onion Growers,WWO-23421,12/25/2025,01/24/2026,USD,"11,214.25",0.00,Paid
B-21140,V-1193,Chehalis Valley Eggs,CVE-61033,04/13/2026,05/13/2026,USD,"9,162.21",0.00,Paid
B-21141,V-1023,Clearwater Creamery,CC-68161,05/27/2026,06/26/2026,USD,"6,359.90",0.00,Paid
B-21142,V-1223,Malheur Onion Co.,MOC-17371,12/23/2025,01/22/2026,USD,"11,506.30",0.00,Paid
B-21143,V-1206,Pend Oreille Wild Rice,POW-23689,01/16/2026,02/15/2026,USD,"11,688.91",0.00,Paid
B-21144,V-1263,Summit Refrigeration Services,SRS-17970,01/13/2026,02/12/2026,USD,"1,578.95",0.00,Paid
B-21145,V-1227,Blue Mountain Carriers,BMC-59705,04/23/2026,05/23/2026,USD,"2,402.66",0.00,Paid
B-21146,V-1284,Hood Canal Oyster Co.,HCO-69250,03/09/2026,04/08/2026,USD,"14,029.29",0.00,Paid
B-21147,V-1080,Mt. Hood Berry Farm,MHB-48623,04/16/2026,05/16/2026,USD,"9,911.49",0.00,Paid
B-21148,V-1023,Clearwater Creamery,CC-68050,04/02/2026,05/02/2026,USD,"13,288.36",0.00,Paid
B-21149,V-1216,Chinook Smokehouse Co.,CSC-57177,05/21/2026,06/20/2026,USD,"8,544.26",0.00,Paid
B-21150,V-1127,Nooksack Berry Growers,NBG-54400,05/05/2026,05/20/2026,USD,"10,017.66",0.00,Paid
B-21152,V-1045,Talent Bridge Staffing,TBS-63666,03/25/2026,04/24/2026,USD,"2,688.45",0.00,Paid
B-21153,V-1193,Chehalis Valley Eggs,CVE-61040,04/22/2026,05/22/2026,USD,"6,086.61",0.00,Paid
B-21154,V-1155,Pacific Fleet Fuel,PFF-26321,06/19/2026,07/19/2026,USD,"3,157.32","3,157.32",Open
B-21156,V-1154,Brightline Janitorial,BJ-36197,05/04/2026,06/03/2026,USD,"1,633.64",0.00,Paid
B-21157,V-1147,Oregon Coast Seafood Traders,OCS-58865,02/02/2026,03/04/2026,USD,"4,510.66",0.00,Paid
B-21158,V-1124,Coos Bay Crab Co.,CBC-43382,06/18/2026,07/18/2026,USD,"11,417.91","11,417.91",Open
B-21160,V-1003,Ridgewire Telecom,RT-27188,02/26/2026,03/18/2026,USD,"1,266.69",0.00,Paid
B-21161,V-1266,Silvies River Lamb,SRL-64555,05/21/2026,06/20/2026,USD,"4,623.08",0.00,Paid
B-21162,V-1226,Skagit Valley Grains,SVG-15436,01/28/2026,02/27/2026,USD,"6,025.79",0.00,Paid
B-21163,V-1119,Cowlitz Creek Farms,CCF-61329,04/06/2026,04/21/2026,USD,"6,049.00",0.00,Paid
B-21164,V-1227,Blue Mountain Carriers,BMC-59446,01/21/2026,02/20/2026,USD,"3,492.09",0.00,Paid
B-21165,V-1055,Wenatchee Pear Packers,WPP-34563,04/27/2026,05/27/2026,USD,"8,252.94",0.00,Paid
B-21166,V-1066,Willamette Sanitation Supply,WSS-12555,01/19/2026,02/18/2026,USD,518.98,0.00,Paid
B-21167,V-1236,Kittitas Hay & Grain,KHG-25695,04/27/2026,05/12/2026,USD,"4,507.08",0.00,Paid
B-21168,V-1124,Coos Bay Crab Co.,CBC-43416,12/11/2025,01/10/2026,USD,"5,952.68",0.00,Paid
B-21169,V-1147,Oregon Coast Seafood Traders,OCS-59136,06/04/2026,07/04/2026,USD,"13,578.71","13,578.71",Open
B-21170,V-1142,Umatilla Specialty Produce,USP-32086,02/16/2026,03/18/2026,USD,"7,981.98",0.00,Paid
B-21171,V-1235,Bitterroot Bakehouse Supply,BBS-56802,05/19/2026,06/18/2026,USD,"8,659.68",0.00,Paid
B-21173,V-1291,Palouse Lentil Growers,PLG-19418,01/19/2026,02/03/2026,USD,"11,263.45",0.00,Paid
B-21174,V-1255,Coquille Dairy Cooperative,CDC-45271,05/12/2026,06/11/2026,USD,"4,635.42",0.00,Paid
B-21175,V-1045,Talent Bridge Staffing,TBS-63600,02/02/2026,03/04/2026,USD,"4,264.82",0.00,Paid
B-21176,V-1193,Chehalis Valley Eggs,CVE-60952,03/09/2026,04/08/2026,USD,"10,679.51",0.00,Paid
B-21177,V-1045,Talent Bridge Staffing,TBS-63725,05/13/2026,06/12/2026,USD,"4,630.25",0.00,Paid
B-21178,V-1209,Sound Cartage Co.,SCC-77110,03/23/2026,04/22/2026,USD,535.91,0.00,Paid
B-21179,V-1074,Scappoose Organic Farms,SOF-71002,03/09/2026,04/08/2026,USD,"11,591.59",0.00,Paid
B-21180,V-1236,Kittitas Hay & Grain,KHG-25850,12/15/2025,12/30/2025,USD,"6,856.47",0.00,Paid
B-21181,V-1011,Klamath Basin Potato Co.,KBP-11745,05/11/2026,06/10/2026,USD,"7,526.91",0.00,Paid
B-21182,V-1274,Olympic Peninsula Mushrooms,OPM-33757,03/26/2026,04/10/2026,USD,"9,227.77",0.00,Paid
B-21183,V-1074,Scappoose Organic Farms,SOF-71204,12/16/2025,01/15/2026,USD,"10,441.53",0.00,Paid
B-21184,V-1200,Yamhill Charcuterie,YC-21220,04/28/2026,05/28/2026,USD,"9,935.59",0.00,Paid
B-21186,V-1266,Silvies River Lamb,SRL-64304,02/17/2026,03/19/2026,USD,"13,927.25",0.00,Paid
B-21187,V-1252,Snake River Trout Farms,SRT-48412,06/15/2026,07/15/2026,USD,"4,915.26","4,915.26",Open
B-21188,V-1216,Chinook Smokehouse Co.,CSC-57105,04/13/2026,05/13/2026,USD,"6,151.30",0.00,Paid
B-21190,V-1173,Nisqually Salmon Co.,NSC-72181,12/17/2025,01/16/2026,USD,"8,642.47",0.00,Paid
B-21191,V-1155,Pacific Fleet Fuel,PFF-26052,03/30/2026,04/29/2026,USD,"3,024.81",0.00,Paid
B-21192,V-1161,Salem Pallet Recyclers,SPR-14313,06/12/2026,07/12/2026,USD,931.31,931.31,Open
B-21193,V-1058,Ridgeline Express,RE-17595,05/11/2026,06/10/2026,USD,"1,897.71",0.00,Paid
B-21194,V-1291,Palouse Lentil Growers,PLG-19626,04/13/2026,04/28/2026,USD,"5,693.77",0.00,Paid
B-21195,V-1251,Payette Valley Beef,PVB-56713,03/23/2026,04/22/2026,USD,"8,216.94",0.00,Paid
B-21196,V-1147,Oregon Coast Seafood Traders,OCS-58794,01/13/2026,02/12/2026,USD,"14,860.32",0.00,Paid
B-21197,V-1074,Scappoose Organic Farms,SOF-71192,06/12/2026,07/12/2026,USD,"12,770.17","12,770.17",Open
B-21198,V-1154,Brightline Janitorial,BJ-36172,03/23/2026,04/22/2026,USD,"1,518.62",0.00,Paid
B-21199,V-1265,Coastline Shredding,CS-36256,02/13/2026,03/15/2026,USD,128.44,0.00,Paid
B-21201,V-1299,Evergreen Box & Film,EBF-19554,06/09/2026,07/09/2026,USD,"1,886.60","1,886.60",Open
B-21202,V-1255,Coquille Dairy Cooperative,CDC-45203,04/01/2026,05/01/2026,USD,"14,319.11",0.00,Paid
B-21203,V-1252,Snake River Trout Farms,SRT-48336,05/13/2026,06/12/2026,USD,"6,969.39",0.00,Paid
B-21204,V-1011,Klamath Basin Potato Co.,KBP-11454,02/02/2026,03/04/2026,USD,"8,618.55",0.00,Paid
B-21205,V-1288,Wallowa Grass-Fed Beef,WGB-71927,02/24/2026,03/26/2026,USD,"8,793.05",0.00,Paid
B-21206,V-1252,Snake River Trout Farms,SRT-48498,12/22/2025,01/21/2026,USD,"14,026.09",0.00,Paid
B-21207,V-1181,Duwamish Industrial Partners,RENT-2026-05,05/01/2026,05/01/2026,USD,"6,420.00",0.00,Paid
B-21208,V-1206,Pend Oreille Wild Rice,POW-23738,02/02/2026,03/04/2026,USD,"14,138.24",0.00,Paid
B-21209,V-1266,Silvies River Lamb,SRL-64544,05/11/2026,06/10/2026,USD,"10,339.47",0.00,Paid
B-21210,V-1266,Silvies River Lamb,SRL-64343,03/03/2026,04/02/2026,USD,"11,710.82",0.00,Paid
B-21211,V-1051,Stumptown Office Supply,SOS-12072,06/18/2026,07/18/2026,USD,340.47,340.47,Open
B-21212,V-1023,Clearwater Creamery,CC-68193,06/01/2026,07/01/2026,USD,"10,096.94",0.00,Paid
B-21213,V-1124,Coos Bay Crab Co.,CBC-43288,04/27/2026,05/27/2026,USD,"8,765.02",0.00,Paid
B-21214,V-1270,Santiam Canning Co.,SCC-52039,12/22/2025,01/06/2026,USD,"9,292.03",0.00,Paid
B-21215,V-1020,Cascade Coldchain Logistics,CCL-22909,06/26/2026,07/26/2026,USD,"4,984.16","4,984.16",Open
B-21216,V-1078,Rogue Valley Cheese Works,RVC-37169,02/03/2026,03/05/2026,USD,"13,986.33",0.00,Paid
B-21217,V-1051,Stumptown Office Supply,SOS-12063,05/25/2026,06/24/2026,USD,834.41,0.00,Paid
B-21219,V-1220,Treasure Valley Trucking,TVT-65829,02/11/2026,03/13/2026,USD,"3,352.89",0.00,Paid
B-21221,V-1151,Walla Walla Onion Growers,WWO-22990,02/11/2026,03/13/2026,USD,"12,354.17",0.00,Paid
B-21222,V-1155,Pacific Fleet Fuel,PFF-25929,02/13/2026,03/15/2026,USD,"4,578.17",0.00,Paid
B-21223,V-1251,Payette Valley Beef,PVB-56619,02/16/2026,03/18/2026,USD,"9,316.19",0.00,Paid
B-21224,V-1011,Klamath Basin Potato Co.,KBP-11654,04/07/2026,05/07/2026,USD,"14,820.40",0.00,Paid
B-21225,V-1209,Sound Cartage Co.,SCC-77036,02/18/2026,03/20/2026,USD,"1,831.88",0.00,Paid
B-21226,V-1119,Cowlitz Creek Farms,CCF-61288,03/23/2026,04/07/2026,USD,"10,412.77",0.00,Paid
B-21227,V-1292,Hermiston Melon Farms,HMF-64057,12/09/2025,12/24/2025,USD,"4,793.81",0.00,Paid
B-21229,V-1290,Columbia Gorge Orchards,CGO-75826,04/14/2026,05/14/2026,USD,"6,768.73",0.00,Paid
B-21231,V-1051,Stumptown Office Supply,SOS-11980,02/18/2026,03/20/2026,USD,350.64,0.00,Paid
B-21232,V-1127,Nooksack Berry Growers,NBG-54372,04/17/2026,05/02/2026,USD,"4,746.81",0.00,Paid
B-21233,V-1042,Pacific Coast Packaging LLC,PCP-23361,04/15/2026,05/15/2026,USD,"5,865.33",0.00,Paid
B-21234,V-1242,Teton Valley Trout,TVT-23346,05/05/2026,06/04/2026,USD,"13,746.10",0.00,Paid
B-21235,V-1119,Cowlitz Creek Farms,CCF-61478,06/26/2026,07/11/2026,USD,"8,156.67","8,156.67",Open
B-21236,V-1200,Yamhill Charcuterie,YC-21242,05/20/2026,06/19/2026,USD,"4,292.71",0.00,Paid
B-21237,V-1294,Umpqua Oat Mill,UOM-15792,01/30/2026,03/01/2026,USD,"14,391.09",0.00,Paid
B-21238,V-1280,Grande Ronde Poultry,GRP-20353,03/05/2026,03/20/2026,USD,"12,685.95",0.00,Paid
B-21239,V-1031,Tualatin Hazelnut Co.,THC-26383,06/23/2026,07/23/2026,USD,"6,187.75","6,187.75",Open
B-21240,V-1206,Pend Oreille Wild Rice,POW-24024,06/08/2026,07/08/2026,USD,"11,590.63","11,590.63",Open
B-21241,V-1055,Wenatchee Pear Packers,WPP-34663,12/26/2025,01/25/2026,USD,"7,884.64",0.00,Paid
B-21242,V-1136,Hells Canyon Honey,HCH-37454,05/18/2026,06/17/2026,USD,"7,313.68",0.00,Paid
B-21244,V-1236,Kittitas Hay & Grain,KHG-25510,02/16/2026,03/03/2026,USD,"9,711.00",0.00,Paid
B-21245,V-1235,Bitterroot Bakehouse Supply,BBS-56789,04/24/2026,05/24/2026,USD,"14,854.58",0.00,Paid
B-21246,V-1252,Snake River Trout Farms,SRT-48253,03/30/2026,04/29/2026,USD,"12,730.29",0.00,Paid
B-21248,V-1289,Blue Heron Preserves,BHP-43780,05/28/2026,06/12/2026,USD,"11,450.66",0.00,Paid
B-21251,V-1023,Clearwater Creamery,CC-68156,05/19/2026,06/18/2026,USD,"7,953.64",0.00,Paid
B-21252,V-1166,Crown Linen & Uniform,CLU-45723,06/23/2026,07/23/2026,USD,490.42,490.42,Open
B-21253,V-1213,Pinnacle Payroll Services,PPS-65039,02/24/2026,03/26/2026,USD,358.92,0.00,Paid
B-21255,V-1124,Coos Bay Crab Co.,CBC-43143,02/19/2026,03/21/2026,USD,"7,910.27",0.00,Paid
B-21257,V-1252,Snake River Trout Farms,SRT-48133,02/03/2026,03/05/2026,USD,"13,213.95",0.00,Paid
B-21258,V-1226,Skagit Valley Grains,SVG-15472,02/18/2026,03/20/2026,USD,"7,726.42",0.00,Paid
B-21259,V-1200,Yamhill Charcuterie,YC-21356,12/29/2025,01/28/2026,USD,"6,941.21",0.00,Paid
B-21261,V-1251,Payette Valley Beef,PVB-56785,04/06/2026,05/06/2026,USD,"9,006.17",0.00,Paid
B-21263,V-1289,Blue Heron Preserves,BHP-43629,03/18/2026,04/02/2026,USD,"11,332.58",0.00,Paid
B-21264,V-1128,Yakima Hop & Herb,YHH-36386,05/25/2026,06/24/2026,USD,"4,130.56",0.00,Paid
B-21265,V-1147,Oregon Coast Seafood Traders,OCS-58919,02/20/2026,03/22/2026,USD,"6,985.55",0.00,Paid
B-21266,V-1142,Umatilla Specialty Produce,USP-32429,12/29/2025,01/28/2026,USD,"14,155.18",0.00,Paid
B-21267,V-1299,Evergreen Box & Film,EBF-19521,05/27/2026,06/26/2026,USD,"3,313.95",0.00,Paid
B-21268,V-1255,Coquille Dairy Cooperative,CDC-45335,06/01/2026,07/01/2026,USD,"14,547.52",0.00,Paid
B-21269,V-1281,Boardman Tree Fruit,BTF-48294,02/04/2026,03/06/2026,USD,"15,649.90",0.00,Paid
B-21272,V-1266,Silvies River Lamb,SRL-64263,01/30/2026,03/01/2026,USD,"5,721.27",0.00,Paid
B-21273,V-1279,Willamette Valley Creamery,WVC-19148,02/02/2026,03/04/2026,USD,"15,647.67",0.00,Paid
B-21274,V-1216,Chinook Smokehouse Co.,CSC-57237,12/10/2025,01/09/2026,USD,"5,918.74",0.00,Paid
B-21276,V-1206,Pend Oreille Wild Rice,POW-24000,05/18/2026,06/17/2026,USD,"9,118.15",0.00,Paid
B-21277,V-1119,Cowlitz Creek Farms,CCF-61374,05/05/2026,05/20/2026,USD,"11,029.65",0.00,Paid
B-21278,V-1231,Evergreen Mutual Insurance,EMI-22058,03/19/2026,04/18/2026,USD,"8,499.45",0.00,Paid
B-21279,V-1239,Newberg Nut Growers,NNG-32331,05/15/2026,06/14/2026,USD,"6,319.13",0.00,Paid
B-21280,V-1055,Wenatchee Pear Packers,WPP-34606,05/25/2026,06/24/2026,USD,"10,175.35",0.00,Paid
B-21281,V-1187,"Pacific Coast Packaging, L.L.C.",PCP-23292,04/01/2026,05/01/2026,USD,"8,108.20",0.00,Paid
B-21282,V-1020,Cascade Coldchain Logistics,CCL-22752,05/11/2026,06/10/2026,USD,"4,545.26",0.00,Paid
B-21283,V-1292,Hermiston Melon Farms,HMF-63817,03/16/2026,03/31/2026,USD,"7,489.88",0.00,Paid
B-21284,V-1023,Clearwater Creamery,CC-67982,03/16/2026,04/15/2026,USD,"6,687.69",0.00,Paid
B-21285,V-1237,McKenzie River Mills,MRM-67309,01/20/2026,02/19/2026,USD,"11,242.63",0.00,Paid
B-21287,V-1251,Payette Valley Beef,PVB-56657,02/23/2026,03/25/2026,USD,"8,306.60",0.00,Paid
B-21288,V-1020,Cascade Coldchain Logistics,CAS-67466,06/10/2026,07/10/2026,USD,"4,934.50",0.00,Paid
B-21289,V-1011,Klamath Basin Potato Co.,KBP-11445,01/21/2026,02/20/2026,USD,"9,617.98",0.00,Paid
B-21290,V-1227,Blue Mountain Carriers,BMC-59822,06/22/2026,07/22/2026,USD,"1,272.65","1,272.65",Open
B-21291,V-1281,Boardman Tree Fruit,BTF-48353,03/04/2026,04/03/2026,USD,"8,797.46",0.00,Paid
B-21292,V-1211,Portland General Utilities,PGU-43276,02/12/2026,03/04/2026,USD,"1,236.07",0.00,Paid
B-21293,V-1142,Umatilla Specialty Produce,USP-32195,03/20/2026,04/19/2026,USD,"4,132.44",0.00,Paid
B-21294,V-1015,Deschutes Brewing Supply Co-op,DBS-69787,04/16/2026,05/16/2026,USD,"14,943.62",0.00,Paid
B-21295,V-1261,Columbia Basin Water District,CBW-29411,06/10/2026,06/30/2026,USD,567.63,0.00,Paid
B-21296,V-1233,Lummi Bay Seafood,LBS-35237,01/28/2026,02/27/2026,USD,"4,915.22",0.00,Paid
B-21297,V-1127,Nooksack Berry Growers,NBG-54283,03/06/2026,03/21/2026,USD,"6,037.41",0.00,Paid
B-21298,V-1220,Treasure Valley Trucking,TVT-66305,12/18/2025,01/17/2026,USD,"3,311.82",0.00,Paid
B-21300,V-1206,Pend Oreille Wild Rice,POW-24131,12/17/2025,01/16/2026,USD,"6,788.35",0.00,Paid
B-21301,V-1147,Oregon Coast Seafood Traders,OCS-59163,06/15/2026,07/15/2026,USD,"7,932.66","7,932.66",Open
B-21303,V-1015,Deschutes Brewing Supply Co-op,DBS-69671,02/05/2026,03/07/2026,USD,"14,421.40",0.00,Paid
B-21305,V-1173,Nisqually Salmon Co.,NSC-72049,05/18/2026,06/17/2026,USD,"13,079.42",0.00,Paid
B-21307,V-1078,Rogue Valley Cheese Works,RVC-37155,01/23/2026,02/22/2026,USD,"14,171.36",0.00,Paid
B-21309,V-1161,Salem Pallet Recyclers,SPR-14142,02/09/2026,03/11/2026,USD,"1,174.64",0.00,Paid
B-21310,V-1031,Tualatin Hazelnut Co.,THC-26240,03/24/2026,04/23/2026,USD,"15,173.47",0.00,Paid
B-21311,V-1034,Lewis & Clark Legal Services,LCL-37071,04/15/2026,05/15/2026,USD,"1,535.02",0.00,Paid
B-21312,V-1204,Northwest Reefer Transport,NRT-66478,03/23/2026,04/22/2026,USD,"1,215.13",0.00,Paid
B-21313,V-1251,Payette Valley Beef,PVB-57021,12/09/2025,01/08/2026,USD,"11,665.87",0.00,Paid
B-21314,V-1074,Scappoose Organic Farms,SOF-70967,03/02/2026,04/01/2026,USD,"13,436.94",0.00,Paid
B-21315,V-1011,Klamath Basin Potato Co.,KBP-11417,01/05/2026,02/04/2026,USD,"14,638.22",0.00,Paid
B-21316,V-1120,Columbia River Freightways,CRF-78027,05/11/2026,06/10/2026,USD,"3,160.71",0.00,Paid
B-21317,V-1290,Columbia Gorge Orchards,CGO-75851,04/22/2026,05/22/2026,USD,"7,226.87",0.00,Paid
B-21319,V-1155,Pacific Fleet Fuel,PFF-25987,03/13/2026,04/12/2026,USD,"2,959.07",0.00,Paid
B-21320,V-1155,Pacific Fleet Fuel,PFF-26155,04/27/2026,05/27/2026,USD,"3,840.59",0.00,Paid
B-21323,V-1226,Skagit Valley Grains,SVG-15368,01/12/2026,02/11/2026,USD,"10,169.77",0.00,Paid
B-21324,V-1155,Pacific Fleet Fuel,PFF-26128,04/17/2026,05/17/2026,USD,"2,189.59",0.00,Paid
B-21325,V-1291,Palouse Lentil Growers,PLG-19575,03/23/2026,04/07/2026,USD,"9,951.37",0.00,Paid
B-21326,V-1045,Talent Bridge Staffing,TBS-63619,02/11/2026,03/13/2026,USD,"5,509.99",0.00,Paid
B-21327,V-1155,Pacific Fleet Fuel,PFF-25934,02/18/2026,03/20/2026,USD,"2,072.59",0.00,Paid
B-21328,V-1080,Mt. Hood Berry Farm,MHB-48802,12/15/2025,01/14/2026,USD,"10,765.21",0.00,Paid
B-21329,V-1211,Portland General Utilities,PGU-43325,04/14/2026,05/04/2026,USD,"1,405.33",0.00,Paid
B-21330,V-1200,Yamhill Charcuterie,YC-21182,04/13/2026,05/13/2026,USD,"8,188.29",0.00,Paid
B-21331,V-1011,Klamath Basin Potato Co.,KBP-11525,02/23/2026,03/25/2026,USD,"4,432.00",0.00,Paid
B-21333,V-1209,Sound Cartage Co.,SCC-77372,06/15/2026,07/15/2026,USD,910.26,910.26,Open
B-21334,V-1266,Silvies River Lamb,SRL-64671,12/19/2025,01/18/2026,USD,"10,115.45",0.00,Paid
B-21336,V-1142,Umatilla Specialty Produce,USP-32325,05/20/2026,06/19/2026,USD,"7,262.05",0.00,Paid
B-21337,V-1235,Bitterroot Bakehouse Supply,BBS-56897,12/16/2025,01/15/2026,USD,"7,623.31",0.00,Paid
B-21338,V-1288,Wallowa Grass-Fed Beef,WGB-71854,01/14/2026,02/13/2026,USD,"13,301.54",0.00,Paid
B-21339,V-1120,Columbia River Freightways,CRF-77728,01/01/2026,01/31/2026,USD,"1,992.36",0.00,Paid
B-21341,V-1119,Cowlitz Creek Farms,CCF-61333,04/13/2026,04/28/2026,USD,"5,905.19",0.00,Paid
B-21342,V-1045,Talent Bridge Staffing,TBS-63649,03/11/2026,04/10/2026,USD,"4,097.64",0.00,Paid
B-21343,V-1136,Hells Canyon Honey,HCH-37595,12/23/2025,01/22/2026,USD,"15,348.83",0.00,Paid
B-21344,V-1223,Malheur Onion Co.,MOC-17139,03/10/2026,04/09/2026,USD,"11,516.52",0.00,Paid
B-21345,V-1020,Cascade Coldchain Logistics,CCL-22491,01/16/2026,02/15/2026,USD,"2,916.22",0.00,Paid
B-21346,V-1204,Northwest Reefer Transport,NRT-66464,03/03/2026,04/02/2026,USD,"2,084.16",0.00,Paid
B-21347,V-1209,Sound Cartage Co.,SCC-77288,05/07/2026,06/06/2026,USD,919.92,0.00,Paid
B-21348,V-1166,Crown Linen & Uniform,CLU-45628,03/24/2026,04/23/2026,USD,594.75,0.00,Paid
B-21349,V-1058,Ridgeline Express,RE-17663,06/09/2026,07/09/2026,USD,"1,925.06","1,925.06",Open
B-21350,V-1077,Puget Sound Shellfish Co.,PSS-18771,02/12/2026,03/14/2026,USD,"11,938.02",0.00,Paid
B-21351,V-1205,Methow Valley Apples,MVA-59386,06/04/2026,06/19/2026,USD,"10,894.12",0.00,Paid
B-21353,V-1224,Siuslaw Cranberry Growers,SCG-27416,03/30/2026,04/29/2026,USD,"5,780.97",0.00,Paid
B-21354,V-1220,Treasure Valley Trucking,TVT-65728,01/05/2026,02/04/2026,USD,"2,406.25",0.00,Paid
B-21356,V-1251,Payette Valley Beef,PVB-56613,02/09/2026,03/11/2026,USD,"7,549.06",0.00,Paid
B-21357,V-1209,Sound Cartage Co.,SCC-77071,03/09/2026,04/08/2026,USD,"2,500.16",0.00,Paid
B-21358,V-1132,Rose City Tire & Auto,RCT-28726,06/09/2026,07/09/2026,USD,"2,066.86","2,066.86",Open
