Invoice No,Customer ID,Customer Name,Invoice Date,Due Date,Terms,Currency,Subtotal,Tax,Total,Exchange Rate,Total (USD),Balance Due,Status
INV-10683,C-0172,Driftless Tavern,05/18/2026,06/02/2026,Net 15,USD,"1,605.23",0.00,"1,605.23",1.0000,"1,605.23",0.00,Paid
INV-10684,C-0064,Juniper Hill Foods,05/18/2026,06/17/2026,Net 30,USD,"24,456.30",0.00,"24,456.30",1.0000,"24,456.30",0.00,Paid
INV-10685,C-0161,Bramble Noodle House,05/18/2026,06/02/2026,Net 15,USD,"3,656.75",0.00,"3,656.75",1.0000,"3,656.75",0.00,Paid
INV-10686,C-0328,Drumlin Bakery,05/18/2026,06/02/2026,Net 15,USD,"2,897.47",0.00,"2,897.47",1.0000,"2,897.47",0.00,Paid
INV-10687,C-0415,Kestrel Market Hall,05/18/2026,06/17/2026,Net 30,USD,"28,887.05",0.00,"28,887.05",1.0000,"28,887.05",0.00,Paid
INV-10688,C-0087,Inkwell Supper Club,05/19/2026,06/03/2026,Net 15,USD,"2,465.06",0.00,"2,465.06",1.0000,"2,465.06",0.00,Paid
INV-10689,C-0301,Alpenkost GmbH,05/14/2026,08/12/2026,Net 90,USD,"11,200.00",0.00,"11,200.00",1.0000,"11,200.00",0.00,Paid
INV-10690,C-0113,Willet Cafe,05/19/2026,06/03/2026,Net 15,USD,784.17,0.00,784.17,1.0000,784.17,0.00,Paid
INV-10691,C-0155,Lodestar Cafe,05/19/2026,06/03/2026,Net 15,USD,"1,380.29",0.00,"1,380.29",1.0000,"1,380.29",0.00,Paid
INV-10692,C-0335,Mountain Grocers Inc.,05/20/2026,06/19/2026,Net 30,USD,"21,350.24",0.00,"21,350.24",1.0000,"21,350.24",0.00,Paid
INV-10693,C-0357,Mountain Grocers LLC,05/25/2026,06/24/2026,Net 30,USD,"25,980.47",0.00,"25,980.47",1.0000,"25,980.47",0.00,Paid
INV-10694,C-0046,Yakima Orchard Market,05/18/2026,06/17/2026,Net 30,USD,"26,561.22",0.00,"26,561.22",1.0000,"26,561.22",0.00,Paid
INV-10695,C-0096,Pioneer Square Provisions,05/18/2026,06/17/2026,Net 30,USD,"19,562.32",0.00,"19,562.32",1.0000,"19,562.32",0.00,Paid
INV-10696,C-0142,Sextant Bakery,05/18/2026,06/02/2026,Net 15,USD,"2,679.89",0.00,"2,679.89",1.0000,"2,679.89",0.00,Paid
INV-10697,C-0163,Elk Rock Provisions,05/19/2026,06/18/2026,Net 30,USD,"22,610.78",0.00,"22,610.78",1.0000,"22,610.78",0.00,Paid
INV-10698,C-0400,Salmonberry Market,05/21/2026,06/20/2026,Net 30,USD,"13,143.63",0.00,"13,143.63",1.0000,"13,143.63",0.00,Paid
INV-10699,C-0045,Bridgetown Pantry,05/25/2026,06/24/2026,Net 30,USD,"27,227.05",0.00,"27,227.05",1.0000,"27,227.05",0.00,Paid
INV-10700,C-0069,Riverbend Natural Grocers,05/25/2026,06/24/2026,Net 30,USD,"24,439.67",0.00,"24,439.67",1.0000,"24,439.67","24,439.67",Open
INV-10701,C-0088,Palouse Provisions,05/25/2026,06/24/2026,Net 30,USD,"27,205.00",0.00,"27,205.00",1.0000,"27,205.00","27,205.00",Open
INV-10702,C-0105,Whidbey Harvest Co-op,05/25/2026,06/24/2026,Net 30,USD,"22,439.91",0.00,"22,439.91",1.0000,"22,439.91",0.00,Paid
INV-10703,C-0331,Ironwood Grocery,05/25/2026,06/24/2026,Net 30,USD,"16,633.65",0.00,"16,633.65",1.0000,"16,633.65","16,633.65",Open
INV-10704,C-0183,Madrona Food Co-op,05/19/2026,06/18/2026,Net 30,USD,"14,671.41",0.00,"14,671.41",1.0000,"14,671.41",0.00,Paid
INV-10705,C-0239,Larkspur Noodle House,05/21/2026,06/05/2026,Net 15,USD,"3,734.50",0.00,"3,734.50",1.0000,"3,734.50",0.00,Paid
INV-10706,C-0233,Rose City Market Hall,05/26/2026,06/25/2026,Net 30,USD,"15,399.28",0.00,"15,399.28",1.0000,"15,399.28",0.00,Paid
INV-10707,C-0301,Alpenkost GmbH,06/16/2026,09/14/2026,Net 90,EUR,"12,149.35",0.00,"12,149.35",1.1105,"13,491.85","12,149.35",Open
INV-10708,C-0100,Copperleaf Brasserie,05/20/2026,06/04/2026,Net 15,USD,"2,419.30",0.00,"2,419.30",1.0000,"2,419.30",0.00,Paid
INV-10709,C-0027,Cascade Harvest Grocers,05/21/2026,06/20/2026,Net 30,USD,"15,227.16",0.00,"15,227.16",1.0000,"15,227.16",0.00,Paid
INV-10710,C-0282,Yarrow Deli,05/22/2026,06/06/2026,Net 15,USD,"2,839.66",0.00,"2,839.66",1.0000,"2,839.66",0.00,Paid
INV-10711,C-0122,Owyhee Mercantile,05/28/2026,06/27/2026,Net 30,USD,"27,039.23",0.00,"27,039.23",1.0000,"27,039.23",0.00,Paid
INV-10712,C-0158,Umber Grill,05/21/2026,06/05/2026,Net 15,USD,"2,123.77",0.00,"2,123.77",1.0000,"2,123.77",0.00,Paid
INV-10713,C-0198,GREEN VALLEY COOP #2,05/21/2026,06/20/2026,Net 30,USD,"12,547.03",0.00,"12,547.03",1.0000,"12,547.03",0.00,Paid
INV-10714,C-0355,Jackdaw Kitchen,05/21/2026,06/05/2026,Net 15,USD,"1,845.46",0.00,"1,845.46",1.0000,"1,845.46",0.00,Paid
INV-10715,C-0396,Driftwood Pantry,05/25/2026,06/24/2026,Net 30,USD,"25,385.77",0.00,"25,385.77",1.0000,"25,385.77","25,385.77",Open
INV-10716,C-0008,Alder Cantina,05/25/2026,06/09/2026,Net 15,USD,"1,543.66",0.00,"1,543.66",1.0000,"1,543.66",0.00,Paid
INV-10717,C-0081,Fernwood Grill,05/25/2026,06/09/2026,Net 15,USD,"1,493.36",0.00,"1,493.36",1.0000,"1,493.36",0.00,Paid
INV-10718,C-0247,Wren Noodle House,05/25/2026,06/09/2026,Net 15,USD,"2,313.25",0.00,"2,313.25",1.0000,"2,313.25",0.00,Paid
INV-10719,C-0273,Coldwater Creek Market,05/25/2026,06/24/2026,Net 30,USD,"19,789.98",0.00,"19,789.98",1.0000,"19,789.98","19,789.98",Open
INV-10720,C-0337,Saffron Taproom,05/25/2026,06/09/2026,Net 15,USD,"2,297.20",0.00,"2,297.20",1.0000,"2,297.20",0.00,Paid
INV-10721,C-0366,Kettle Bistro,05/25/2026,06/09/2026,Net 15,USD,"2,256.57",0.00,"2,256.57",1.0000,"2,256.57",0.00,Paid
INV-10722,C-0033,Treasure Valley Market,06/01/2026,07/01/2026,Net 30,USD,"14,162.77",0.00,"14,162.77",1.0000,"14,162.77","14,162.77",Open
INV-10723,C-0335,Mountain Grocers Inc.,06/01/2026,07/01/2026,Net 30,USD,"20,989.44",0.00,"20,989.44",1.0000,"20,989.44","20,989.44",Open
INV-10724,C-0130,Cinder Kitchen,05/25/2026,06/09/2026,Net 15,USD,"1,090.92",0.00,"1,090.92",1.0000,"1,090.92",0.00,Paid
INV-10725,C-0217,Paddle Eatery,05/26/2026,06/10/2026,Net 15,USD,"3,350.58",0.00,"3,350.58",1.0000,"3,350.58",0.00,Paid
INV-10726,C-0147,Vashon Island Market,05/27/2026,06/26/2026,Net 30,USD,"15,399.28",0.00,"15,399.28",1.0000,"15,399.28","15,399.28",Open
INV-10727,C-0186,Hawthorne Fresh Market,05/28/2026,06/27/2026,Net 30,USD,"22,287.57",0.00,"22,287.57",1.0000,"22,287.57","22,287.57",Open
INV-10728,C-0143,Gorge Valley Co-op,06/01/2026,07/01/2026,Net 30,USD,"14,422.98",0.00,"14,422.98",1.0000,"14,422.98","14,422.98",Open
INV-10729,C-0031,Oyster Taproom,05/25/2026,06/09/2026,Net 15,USD,"2,691.10",0.00,"2,691.10",1.0000,"2,691.10",0.00,Paid
INV-10730,C-0075,Vesper Pizzeria,05/25/2026,06/09/2026,Net 15,USD,"3,860.48",0.00,"3,860.48",1.0000,"3,860.48",0.00,Paid
INV-10731,C-0340,Eastside Cafe,05/26/2026,06/10/2026,Net 15,USD,"4,058.81",0.00,"4,058.81",1.0000,"4,058.81",0.00,Paid
INV-10732,C-0353,Uproot Cafe,05/26/2026,06/10/2026,Net 15,USD,"1,252.80",0.00,"1,252.80",1.0000,"1,252.80",0.00,Paid
INV-10733,C-0191,Riverstone Smokehouse,05/27/2026,06/11/2026,Net 15,USD,"1,904.20",0.00,"1,904.20",1.0000,"1,904.20",0.00,Paid
INV-10734,C-0389,Umpqua Valley Foods,05/28/2026,06/27/2026,Net 30,USD,"17,973.25",0.00,"17,973.25",1.0000,"17,973.25",0.00,Paid
INV-10735,C-0046,Yakima Orchard Market,06/02/2026,07/02/2026,Net 30,USD,"22,387.63",0.00,"22,387.63",1.0000,"22,387.63","22,387.63",Open
INV-10736,C-0090,Zigzag Mountain Grocery,06/03/2026,07/03/2026,Net 30,USD,"15,081.85",0.00,"15,081.85",1.0000,"15,081.85","15,081.85",Open
INV-10737,C-0107,Green Valley Co-op,05/26/2026,06/25/2026,Net 30,USD,"17,716.88",0.00,"17,716.88",1.0000,"17,716.88","17,716.88",Open
INV-10738,C-0200,Ember Lane Grocers,05/26/2026,06/25/2026,Net 30,USD,"18,710.90",0.00,"18,710.90",1.0000,"18,710.90","18,710.90",Open
INV-10739,C-0323,Waxwing Eatery,05/26/2026,06/10/2026,Net 15,USD,"1,959.05",0.00,"1,959.05",1.0000,"1,959.05",0.00,Paid
INV-10740,C-0379,Filbert & Oak Market,05/26/2026,06/25/2026,Net 30,USD,"26,076.09",0.00,"26,076.09",1.0000,"26,076.09","26,076.09",Open
INV-10741,C-0096,Pioneer Square Provisions,06/01/2026,07/01/2026,Net 30,USD,"24,245.29",0.00,"24,245.29",1.0000,"24,245.29","24,245.29",Open
INV-10742,C-0427,Deschutes Food Hall,06/02/2026,07/02/2026,Net 30,USD,"12,970.24",0.00,"12,970.24",1.0000,"12,970.24","12,970.24",Open
INV-10743,C-0171,Dune Cantina,05/27/2026,06/11/2026,Net 15,USD,"1,300.26",0.00,"1,300.26",1.0000,"1,300.26",0.00,Paid
INV-10744,C-0399,Larch Mountain Mercantile,06/01/2026,07/01/2026,Net 30,USD,"14,034.75",0.00,"14,034.75",1.0000,"14,034.75","14,034.75",Open
INV-10745,C-0027,Cascade Harvest Grocers,06/02/2026,07/02/2026,Net 30,USD,"28,217.96",0.00,"28,217.96",1.0000,"28,217.96","28,217.96",Open
INV-10746,C-0414,Belmont Natural Foods,05/28/2026,06/27/2026,Net 30,USD,"18,105.29",0.00,"18,105.29",1.0000,"18,105.29",0.00,Paid
INV-10747,C-0185,Gristmill Supper Club,05/29/2026,06/13/2026,Net 15,USD,"2,919.02",0.00,"2,919.02",1.0000,"2,919.02",0.00,Paid
INV-10748,C-0369,Eddy Pizzeria,05/29/2026,06/13/2026,Net 15,USD,"1,980.94",0.00,"1,980.94",1.0000,"1,980.94",0.00,Paid
INV-10749,C-0012,Olallie Market,06/01/2026,07/01/2026,Net 30,USD,"11,474.17",0.00,"11,474.17",1.0000,"11,474.17","11,474.17",Open
INV-10750,C-0330,Alder Street Market,06/01/2026,07/01/2026,Net 30,USD,"11,492.58",0.00,"11,492.58",1.0000,"11,492.58",0.00,Paid
INV-10751,C-0348,Foxglove Market,06/04/2026,07/04/2026,Net 30,USD,"28,280.75",0.00,"28,280.75",1.0000,"28,280.75","28,280.75",Open
INV-10752,C-0371,Marrow Brasserie,05/29/2026,06/13/2026,Net 15,USD,"3,740.30",0.00,"3,740.30",1.0000,"3,740.30",0.00,Paid
INV-10753,C-0133,Sawtooth Natural Foods,06/01/2026,07/01/2026,Net 30,USD,"24,896.19",0.00,"24,896.19",1.0000,"24,896.19","24,896.19",Open
INV-10754,C-0012,Olallie Market,06/05/2026,07/05/2026,Net 30,USD,"4,120.00",0.00,"4,120.00",1.0000,"4,120.00",0.00,Paid
INV-10755,C-0359,Yew Grill,06/01/2026,06/16/2026,Net 15,USD,"2,330.34",0.00,"2,330.34",1.0000,"2,330.34",0.00,Paid
INV-10756,C-0420,Nehalem Bay Grocers,06/01/2026,07/01/2026,Net 30,USD,"15,832.00",0.00,"15,832.00",1.0000,"15,832.00","15,832.00",Open
INV-10757,C-0163,Elk Rock Provisions,06/04/2026,07/04/2026,Net 30,USD,"24,212.80",0.00,"24,212.80",1.0000,"24,212.80","24,212.80",Open
INV-10758,C-0400,Salmonberry Market,06/08/2026,07/08/2026,Net 30,USD,"15,860.18",0.00,"15,860.18",1.0000,"15,860.18","15,860.18",Open
INV-10759,C-0082,Chanterelle Supper Club,06/01/2026,06/16/2026,Net 15,USD,"1,210.27",0.00,"1,210.27",1.0000,"1,210.27",0.00,Paid
INV-10760,C-0193,Quinault Country Store,06/01/2026,07/01/2026,Net 30,USD,"11,004.35",0.00,"11,004.35",1.0000,"11,004.35","11,004.35",Open
INV-10761,C-0325,Cobalt Cafe,06/01/2026,06/16/2026,Net 15,USD,"1,250.06",0.00,"1,250.06",1.0000,"1,250.06",0.00,Paid
INV-10762,C-0371,Marrow Brasserie,06/01/2026,06/16/2026,Net 15,USD,"1,219.42",0.00,"1,219.42",1.0000,"1,219.42",0.00,Paid
INV-10763,C-0064,Juniper Hill Foods,06/02/2026,07/02/2026,Net 30,USD,"19,953.50",0.00,"19,953.50",1.0000,"19,953.50",0.00,Paid
INV-10764,C-0306,Tillamook Road Grocery,06/04/2026,07/04/2026,Net 30,USD,"23,021.93",0.00,"23,021.93",1.0000,"23,021.93","23,021.93",Open
INV-10765,C-0198,GREEN VALLEY COOP #2,06/08/2026,07/08/2026,Net 30,USD,"13,535.35",0.00,"13,535.35",1.0000,"13,535.35","13,535.35",Open
INV-10766,C-0415,Kestrel Market Hall,06/01/2026,07/01/2026,Net 30,USD,"14,104.29",0.00,"14,104.29",1.0000,"14,104.29",0.00,Paid
INV-10767,C-0428,Birchwood Bistro,06/01/2026,06/16/2026,Net 15,USD,"4,016.14",0.00,"4,016.14",1.0000,"4,016.14",0.00,Paid
INV-10768,C-0397,Fable Kitchen,06/03/2026,06/18/2026,Net 15,USD,"2,025.31",0.00,"2,025.31",1.0000,"2,025.31",0.00,Paid
INV-10769,C-0183,Madrona Food Co-op,06/04/2026,07/04/2026,Net 30,USD,"17,915.23",0.00,"17,915.23",1.0000,"17,915.23","17,915.23",Open
INV-10770,C-0186,Hawthorne Fresh Market,06/10/2026,07/10/2026,Net 30,USD,"26,642.23",0.00,"26,642.23",1.0000,"26,642.23","26,642.23",Open
INV-10771,C-0307,Sparrow Tavern,06/04/2026,06/19/2026,Net 15,USD,"4,030.30",0.00,"4,030.30",1.0000,"4,030.30",0.00,Paid
INV-10772,C-0147,Vashon Island Market,06/08/2026,07/08/2026,Net 30,USD,"15,669.79",0.00,"15,669.79",1.0000,"15,669.79","15,669.79",Open
INV-10773,C-0404,Cairn Cafe,06/03/2026,06/18/2026,Net 15,USD,"1,278.68",0.00,"1,278.68",1.0000,"1,278.68",0.00,Paid
INV-10774,C-0083,Acorn Supper Club,06/04/2026,06/19/2026,Net 15,USD,"1,531.54",0.00,"1,531.54",1.0000,"1,531.54",0.00,Paid
INV-10775,C-0002,Flint Noodle House,06/05/2026,06/20/2026,Net 15,USD,"1,224.29",0.00,"1,224.29",1.0000,"1,224.29",0.00,Paid
INV-10776,C-0233,Rose City Market Hall,06/08/2026,07/08/2026,Net 30,USD,"19,104.72",0.00,"19,104.72",1.0000,"19,104.72","19,104.72",Open
INV-10777,C-0396,Driftwood Pantry,06/08/2026,07/08/2026,Net 30,USD,"26,569.22",0.00,"26,569.22",1.0000,"26,569.22","26,569.22",Open
INV-10778,C-0389,Umpqua Valley Foods,06/10/2026,07/10/2026,Net 30,USD,"11,113.59",0.00,"11,113.59",1.0000,"11,113.59","11,113.59",Open
INV-10779,C-0122,Owyhee Mercantile,06/11/2026,07/11/2026,Net 30,USD,"16,177.42",0.00,"16,177.42",1.0000,"16,177.42","16,177.42",Open
INV-10780,C-0362,Quince Noodle House,06/04/2026,06/19/2026,Net 15,USD,"3,291.57",0.00,"3,291.57",1.0000,"3,291.57",0.00,Paid
INV-10781,C-0045,Bridgetown Pantry,06/09/2026,07/09/2026,Net 30,USD,"21,972.90",0.00,"21,972.90",1.0000,"21,972.90","21,972.90",Open
INV-10782,C-0105,Whidbey Harvest Co-op,06/10/2026,07/10/2026,Net 30,USD,"19,487.39",0.00,"19,487.39",1.0000,"19,487.39","19,487.39",Open
INV-10783,C-0142,Sextant Bakery,06/08/2026,06/23/2026,Net 15,USD,"3,702.34",0.00,"3,702.34",1.0000,"3,702.34","3,702.34",Open
INV-10784,C-0200,Ember Lane Grocers,06/08/2026,07/08/2026,Net 30,USD,"18,048.28",0.00,"18,048.28",1.0000,"18,048.28","18,048.28",Open
INV-10785,C-0379,Filbert & Oak Market,06/11/2026,07/11/2026,Net 30,USD,"20,442.75",0.00,"20,442.75",1.0000,"20,442.75","20,442.75",Open
INV-10786,C-0156,Hollow Noodle House,06/08/2026,06/23/2026,Net 15,USD,"1,475.01",0.00,"1,475.01",1.0000,"1,475.01",0.00,Paid
INV-10787,C-0273,Coldwater Creek Market,06/08/2026,07/08/2026,Net 30,USD,"26,462.26",0.00,"26,462.26",1.0000,"26,462.26","26,462.26",Open
INV-10788,C-0331,Ironwood Grocery,06/08/2026,07/08/2026,Net 30,USD,"26,225.65",0.00,"26,225.65",1.0000,"26,225.65","26,225.65",Open
INV-10789,C-0081,Fernwood Grill,06/09/2026,06/24/2026,Net 15,USD,"1,056.55",0.00,"1,056.55",1.0000,"1,056.55","1,056.55",Open
INV-10790,C-0088,Palouse Provisions,06/09/2026,07/09/2026,Net 30,USD,"13,870.18",0.00,"13,870.18",1.0000,"13,870.18","13,870.18",Open
INV-10791,C-0133,Sawtooth Natural Foods,06/15/2026,07/15/2026,Net 30,USD,"24,146.77",0.00,"24,146.77",1.0000,"24,146.77","24,146.77",Open
INV-10792,C-0143,Gorge Valley Co-op,06/15/2026,07/15/2026,Net 30,USD,"24,214.79",0.00,"24,214.79",1.0000,"24,214.79","24,214.79",Open
INV-10793,C-0415,Kestrel Market Hall,06/16/2026,07/16/2026,Net 30,USD,"26,000.70",0.00,"26,000.70",1.0000,"26,000.70","26,000.70",Open
INV-10794,C-0357,Mountain Grocers LLC,06/08/2026,07/08/2026,Net 30,USD,"25,680.79",0.00,"25,680.79",1.0000,"25,680.79","25,680.79",Open
INV-10795,C-0390,Dogwood Bistro,06/08/2026,06/23/2026,Net 15,USD,"1,595.14",0.00,"1,595.14",1.0000,"1,595.14","1,595.14",Open
INV-10796,C-0423,Salt Marsh Kitchen,06/08/2026,06/23/2026,Net 15,USD,"1,512.55",0.00,"1,512.55",1.0000,"1,512.55",0.00,Paid
INV-10797,C-0069,Riverbend Natural Grocers,06/09/2026,07/09/2026,Net 30,USD,"11,169.64",0.00,"11,169.64",1.0000,"11,169.64","11,169.64",Open
INV-10798,C-0351,Yeoman Brasserie,06/10/2026,06/25/2026,Net 15,USD,"1,598.76",0.00,"1,598.76",1.0000,"1,598.76",0.00,Paid
INV-10799,C-0427,Deschutes Food Hall,06/17/2026,07/17/2026,Net 30,USD,"16,080.94",0.00,"16,080.94",1.0000,"16,080.94","16,080.94",Open
INV-10800,C-0414,Belmont Natural Foods,06/09/2026,07/09/2026,Net 30,USD,"13,904.28",0.00,"13,904.28",1.0000,"13,904.28","13,904.28",Open
INV-10801,C-0107,Green Valley Co-op,06/11/2026,07/11/2026,Net 30,USD,"25,515.70",0.00,"25,515.70",1.0000,"25,515.70","25,515.70",Open
INV-10802,C-0064,Juniper Hill Foods,06/15/2026,07/15/2026,Net 30,USD,"15,711.90",0.00,"15,711.90",1.0000,"15,711.90","15,711.90",Open
INV-10803,C-0046,Yakima Orchard Market,06/15/2026,07/15/2026,Net 30,USD,"12,040.55",0.00,"12,040.55",1.0000,"12,040.55","12,040.55",Open
INV-10804,C-0335,Mountain Grocers Inc.,06/15/2026,07/15/2026,Net 30,USD,"17,113.03",0.00,"17,113.03",1.0000,"17,113.03","17,113.03",Open
INV-10805,C-0035,Velvet Taproom,06/11/2026,06/26/2026,Net 15,USD,"1,080.06",0.00,"1,080.06",1.0000,"1,080.06","1,080.06",Open
INV-10806,C-0214,Nectar Noodle House,06/12/2026,06/27/2026,Net 15,USD,"1,762.61",0.00,"1,762.61",1.0000,"1,762.61",0.00,Paid
INV-10807,C-0012,Olallie Market,06/15/2026,07/15/2026,Net 30,USD,"27,949.59",0.00,"27,949.59",1.0000,"27,949.59","27,949.59",Open
INV-10808,C-0096,Pioneer Square Provisions,06/17/2026,07/17/2026,Net 30,USD,"21,354.06",0.00,"21,354.06",1.0000,"21,354.06","21,354.06",Open
INV-10809,C-0066,Keel Smokehouse,06/15/2026,06/30/2026,Net 15,USD,"1,672.28",0.00,"1,672.28",1.0000,"1,672.28","1,672.28",Open
INV-10810,C-0215,Nook Eatery,06/15/2026,06/30/2026,Net 15,USD,"1,432.16",0.00,"1,432.16",1.0000,"1,432.16","1,432.16",Open
INV-10811,C-0303,Trillium Bistro,06/15/2026,06/30/2026,Net 15,USD,"3,198.60",0.00,"3,198.60",1.0000,"3,198.60","3,198.60",Open
INV-10812,C-0330,Alder Street Market,06/15/2026,07/15/2026,Net 30,USD,"18,003.05",0.00,"18,003.05",1.0000,"18,003.05","18,003.05",Open
INV-10813,C-0399,Larch Mountain Mercantile,06/15/2026,07/15/2026,Net 30,USD,"13,092.94",0.00,"13,092.94",1.0000,"13,092.94","13,092.94",Open
INV-10814,C-0420,Nehalem Bay Grocers,06/15/2026,07/15/2026,Net 30,USD,"20,282.87",0.00,"20,282.87",1.0000,"20,282.87","20,282.87",Open
INV-10815,C-0154,Green Valley Cooperative Market,06/19/2026,07/19/2026,Net 30,USD,"3,215.40",0.00,"3,215.40",1.0000,"3,215.40","3,215.40",Open
INV-10816,C-0190,Magpie Tavern,06/15/2026,06/30/2026,Net 15,USD,"3,398.17",0.00,"3,398.17",1.0000,"3,398.17","3,398.17",Open
INV-10817,C-0362,Quince Noodle House,06/15/2026,06/30/2026,Net 15,USD,"2,671.34",0.00,"2,671.34",1.0000,"2,671.34",0.00,Paid
INV-10818,C-0090,Zigzag Mountain Grocery,06/16/2026,07/16/2026,Net 30,USD,"25,329.28",0.00,"25,329.28",1.0000,"25,329.28","25,329.28",Open
INV-10819,C-0193,Quinault Country Store,06/16/2026,07/16/2026,Net 30,USD,"18,501.15",0.00,"18,501.15",1.0000,"18,501.15","18,501.15",Open
INV-10820,C-0183,Madrona Food Co-op,06/19/2026,07/19/2026,Net 30,USD,"24,360.04",0.00,"24,360.04",1.0000,"24,360.04","24,360.04",Open
INV-10821,C-0147,Vashon Island Market,06/23/2026,07/23/2026,Net 30,USD,"17,548.42",0.00,"17,548.42",1.0000,"17,548.42","17,548.42",Open
INV-10822,C-0331,Ironwood Grocery,06/23/2026,07/23/2026,Net 30,USD,"11,742.95",0.00,"11,742.95",1.0000,"11,742.95","11,742.95",Open
INV-10823,C-0014,Rivet Supper Club,06/15/2026,06/30/2026,Net 15,USD,"2,566.54",0.00,"2,566.54",1.0000,"2,566.54","2,566.54",Open
INV-10824,C-0002,Flint Noodle House,06/16/2026,07/01/2026,Net 15,USD,"1,841.15",0.00,"1,841.15",1.0000,"1,841.15","1,841.15",Open
INV-10825,C-0027,Cascade Harvest Grocers,06/17/2026,07/17/2026,Net 30,USD,"27,800.18",0.00,"27,800.18",1.0000,"27,800.18","27,800.18",Open
INV-10826,C-0102,Indigo Deli,06/17/2026,07/02/2026,Net 15,USD,"3,394.22",0.00,"3,394.22",1.0000,"3,394.22","3,394.22",Open
INV-10827,C-0250,Nettle Cantina,06/17/2026,07/02/2026,Net 15,USD,"1,363.87",0.00,"1,363.87",1.0000,"1,363.87","1,363.87",Open
INV-10828,C-0209,Kelp Grill,06/17/2026,07/02/2026,Net 15,USD,862.53,0.00,862.53,1.0000,862.53,862.53,Open
INV-10829,C-0291,Lantern Supper Club,06/18/2026,07/03/2026,Net 15,USD,"3,613.12",0.00,"3,613.12",1.0000,"3,613.12","3,613.12",Open
INV-10830,C-0396,Driftwood Pantry,06/22/2026,07/22/2026,Net 30,USD,"13,922.73",0.00,"13,922.73",1.0000,"13,922.73","13,922.73",Open
INV-10831,C-0033,Treasure Valley Market,06/17/2026,07/17/2026,Net 30,USD,"22,863.90",0.00,"22,863.90",1.0000,"22,863.90","22,863.90",Open
INV-10832,C-0242,Pumice Cantina,06/17/2026,07/02/2026,Net 15,USD,"3,056.31",0.00,"3,056.31",1.0000,"3,056.31",0.00,Paid
INV-10833,C-0189,Ironclad Brasserie,06/19/2026,07/04/2026,Net 15,USD,"2,289.61",0.00,"2,289.61",1.0000,"2,289.61","2,289.61",Open
INV-10834,C-0163,Elk Rock Provisions,06/22/2026,07/22/2026,Net 30,USD,"20,463.72",0.00,"20,463.72",1.0000,"20,463.72","20,463.72",Open
INV-10835,C-0306,Tillamook Road Grocery,06/22/2026,07/22/2026,Net 30,USD,"16,269.23",0.00,"16,269.23",1.0000,"16,269.23","16,269.23",Open
INV-10836,C-0107,Green Valley Co-op,06/24/2026,07/24/2026,Net 30,USD,"16,907.39",0.00,"16,907.39",1.0000,"16,907.39","16,907.39",Open
INV-10837,C-0379,Filbert & Oak Market,06/25/2026,07/25/2026,Net 30,USD,"20,527.84",0.00,"20,527.84",1.0000,"20,527.84","20,527.84",Open
INV-10838,C-0389,Umpqua Valley Foods,06/26/2026,07/26/2026,Net 30,USD,"19,171.74",0.00,"19,171.74",1.0000,"19,171.74","19,171.74",Open
INV-10839,C-0102,Indigo Deli,06/19/2026,07/04/2026,Net 15,USD,"3,668.83",0.00,"3,668.83",1.0000,"3,668.83","3,668.83",Open
INV-10840,C-0088,Palouse Provisions,06/22/2026,07/22/2026,Net 30,USD,"20,180.73",0.00,"20,180.73",1.0000,"20,180.73","20,180.73",Open
INV-10841,C-0400,Salmonberry Market,06/23/2026,07/23/2026,Net 30,USD,"23,581.08",0.00,"23,581.08",1.0000,"23,581.08","23,581.08",Open
INV-10842,C-0045,Bridgetown Pantry,06/22/2026,07/22/2026,Net 30,USD,"22,445.31",0.00,"22,445.31",1.0000,"22,445.31","22,445.31",Open
INV-10843,C-0348,Foxglove Market,06/22/2026,07/22/2026,Net 30,USD,"27,314.36",0.00,"27,314.36",1.0000,"27,314.36","27,314.36",Open
INV-10844,C-0200,Ember Lane Grocers,06/23/2026,07/23/2026,Net 30,USD,"14,277.58",0.00,"14,277.58",1.0000,"14,277.58","14,277.58",Open
INV-10845,C-0122,Owyhee Mercantile,06/24/2026,07/24/2026,Net 30,USD,"26,912.41",0.00,"26,912.41",1.0000,"26,912.41","26,912.41",Open
INV-10846,C-0008,Alder Cantina,06/22/2026,07/07/2026,Net 15,USD,"1,371.34",0.00,"1,371.34",1.0000,"1,371.34","1,371.34",Open
INV-10847,C-0158,Umber Grill,06/22/2026,07/07/2026,Net 15,USD,"1,783.65",0.00,"1,783.65",1.0000,"1,783.65","1,783.65",Open
INV-10848,C-0197,Elderberry Deli,06/22/2026,07/07/2026,Net 15,USD,"3,280.89",0.00,"3,280.89",1.0000,"3,280.89","3,280.89",Open
INV-10849,C-0357,Mountain Grocers LLC,06/22/2026,07/22/2026,Net 30,USD,"22,346.83",0.00,"22,346.83",1.0000,"22,346.83","22,346.83",Open
INV-10850,C-0082,Chanterelle Supper Club,06/22/2026,07/07/2026,Net 15,USD,"1,984.29",0.00,"1,984.29",1.0000,"1,984.29","1,984.29",Open
INV-10851,C-0207,Wildwood Tavern,06/22/2026,07/07/2026,Net 15,USD,"1,761.49",0.00,"1,761.49",1.0000,"1,761.49","1,761.49",Open
