Posted Date,Description,Amount,Balance,Reference
2026-04-30,ACH DEBIT PACIFIC FLEET FUEL CCD,-2113.09,802003.06,722108228737334
2026-04-30,ACH DEBIT SALEM PALLET RECYC CCD,-1056.93,800946.13,117024246759615
2026-04-30,ACH DEBIT CHEHALIS VALLEY EG CCD,-10031.48,790914.65,613208938237204
2026-04-30,ACH DEBIT NORTHWEST REEFER T CCD,-3832.36,787082.29,161137661232747
2026-04-30,ACH DEBIT SOUND CARTAGE CO. CCD,-1161.58,785920.71,021635928022235
2026-04-30,ACH DEBIT PORTLAND GENERAL U CCD,-1405.33,784515.38,721843148535193
2026-04-30,ACH DEBIT PINNACLE PAYROLL S CCD,-404.24,784111.14,654668355615675
2026-04-30,ACH DEBIT TREASURE VALLEY TR CCD,-1041.29,783069.85,122987178857111
2026-04-30,ACH DEBIT SIUSLAW CRANBERRY  CCD,-11757.61,771312.24,019458822041258
2026-04-30,ACH DEBIT MCKENZIE RIVER MIL CCD,-6422.10,764890.14,526012826177179
2026-04-30,ACH DEBIT NEWBERG NUT GROWER CCD,-7267.95,757622.19,025297973710381
2026-04-30,ACH DEBIT PORTLAND FLEET WAS CCD,-390.84,757231.35,330995618487400
2026-04-30,ACH DEBIT PAYETTE VALLEY BEE CCD,-9006.17,748225.18,518822547659354
2026-04-30,ACH DEBIT COQUILLE DAIRY COO CCD,-14319.11,733906.07,107961457939147
2026-04-30,ACH DEBIT WILLAMETTE VALLEY  CCD,-14479.59,719426.48,869674822496806
2026-04-30,ACH DEBIT BOARDMAN TREE FRUI CCD,-9644.63,709781.85,591930265838674
2026-04-30,ACH DEBIT HOOD CANAL OYSTER  CCD,-10954.32,698827.53,904548869103331
2026-04-30,ACH DEBIT WALLOWA GRASS-FED  CCD,-8872.25,689955.28,810178225179407
2026-04-30,ACH DEBIT COLUMBIA GORGE ORC CCD,-10602.75,679352.53,154049623212933
2026-04-30,ACH DEBIT HERMISTON MELON FA CCD,-4217.90,675134.63,124911688364428
2026-04-30,ACH DEBIT UMPQUA OAT MILL CCD,-5970.49,669164.14,060649037399066
2026-04-30,ACH DEBIT EVERGREEN BOX & FI CCD,-2794.85,666369.29,499301203691398
2026-04-30,PINNACLE PAYROLL SVCS PAYROLL DD,-143692.71,522676.58,
2026-04-30,MONTHLY MAINTENANCE FEE,-45.00,522631.58,
2026-05-01,ACH CREDIT ASTER KITCHEN PPD,3288.58,525920.16,537887587468975
2026-05-01,REMOTE DEPOSIT CAPTURE,28128.51,554048.67,2914
2026-05-01,"INCOMING WIRE ALPENKOST GMBH EUR 5,212.36",5728.38,559777.05,FT3201902148
2026-05-01,ACH CREDIT MOUNTAIN GROCERS PPD,15705.30,575482.35,003679900748673
2026-05-01,REMOTE DEPOSIT CAPTURE,2229.04,577711.39,4605
2026-05-01,ACH CREDIT FILBERT & OAK MA PPD,26928.94,604640.33,515024187219242
2026-05-01,REMOTE DEPOSIT CAPTURE,12393.77,617034.10,975
2026-05-01,CHECK 40327,-1782.20,615251.90,40327
2026-05-01,CHECK 40337,-8764.23,606487.67,40337
2026-05-01,CHECK 40341,-15729.14,590758.53,40341
2026-05-01,ACH DEBIT GOWEN FIELD COMMER CCD,-4875.00,585883.53,084766491738220
2026-05-01,ACH DEBIT LOMBARD STREET PRO CCD,-8500.00,577383.53,212129749898508
2026-05-01,ACH DEBIT DUWAMISH INDUSTRIA CCD,-6420.00,570963.53,644093758192444
2026-05-04,ACH CREDIT WHIDBEY HARVEST  PPD,17108.04,588071.57,875775624286335
2026-05-04,ACH CREDIT OWYHEE MERCANTIL PPD,27657.31,615728.88,596169751578772
2026-05-04,ACH CREDIT MADRONA FOOD CO- PPD,19026.90,634755.78,899789022334287
2026-05-04,REMOTE DEPOSIT CAPTURE,18748.89,653504.67,5114
2026-05-04,REMOTE DEPOSIT CAPTURE,1476.37,654981.04,5094
2026-05-04,REMOTE DEPOSIT CAPTURE,3837.93,658818.97,2121
2026-05-04,REMOTE DEPOSIT CAPTURE,25671.58,684490.55,2848
2026-05-04,REMOTE DEPOSIT CAPTURE,13145.62,697636.17,3431
2026-05-04,ACH CREDIT FOXGLOVE MARKET PPD,22064.11,719700.28,264103876127142
2026-05-04,ACH CREDIT ROOKERY CAFE PPD,3444.09,723144.37,174415868188379
2026-05-04,ACH CREDIT BELMONT NATURAL  PPD,18163.25,741307.62,076381800743894
2026-05-04,ACH CREDIT KESTREL MARKET H PPD,17701.52,759009.14,848884723253649
2026-05-04,CHECK 40353,-1615.63,757393.51,40353
2026-05-04,CHECK 40356,-5306.23,752087.28,40356
2026-05-05,ACH CREDIT ELK ROCK PROVISI PPD,22694.03,774781.31,034925095413153
2026-05-05,REMOTE DEPOSIT CAPTURE,1272.36,776053.67,8567
2026-05-05,ACH CREDIT VALE BRASSERIE PPD,2212.10,778265.77,285918590954017
2026-05-05,ACH CREDIT ZEPHYR BAKERY PPD,2121.90,780387.67,226121222239080
2026-05-05,ACH CREDIT DOVETAIL TAPROOM PPD,2884.82,783272.49,161414518351888
2026-05-05,CHECK 40347,-4502.65,778769.84,40347
2026-05-05,CHECK 40350,-12562.03,766207.81,40350
2026-05-05,CHECK 40352,-10475.53,755732.28,40352
2026-05-05,CHECK 40355,-15777.79,739954.49,40355
2026-05-06,ACH CREDIT PIONEER SQUARE P PPD,20156.87,760111.36,588262063662577
2026-05-06,ACH CREDIT UPLAND KITCHEN PPD,3430.57,763541.93,736952043746234
2026-05-06,ACH CREDIT SAWTOOTH NATURAL PPD,23596.99,787138.92,176799838880010
2026-05-06,ACH CREDIT NIMBUS CAFE PPD,2645.37,789784.29,433266153253417
2026-05-06,REMOTE DEPOSIT CAPTURE,3035.48,792819.77,9680
2026-05-06,CHECK 40342,-1484.65,791335.12,40342
2026-05-06,CHECK 40344,-4676.59,786658.53,40344
2026-05-06,CHECK 40351,-10791.99,775866.54,40351
2026-05-06,CHECK 40358,-10143.44,765723.10,40358
2026-05-07,REMOTE DEPOSIT CAPTURE,1844.79,767567.89,1206
2026-05-07,ACH CREDIT YAKIMA ORCHARD M PPD,20933.03,788500.92,636228099043571
2026-05-07,REMOTE DEPOSIT CAPTURE,1467.26,789968.18,2711
2026-05-07,ACH CREDIT RIVERBEND NATURA PPD,15402.42,805370.60,952061055319841
2026-05-07,REMOTE DEPOSIT CAPTURE,1456.65,806827.25,5877
2026-05-07,ACH CREDIT JETTY TAVERN PPD,2562.11,809389.36,210303842217782
2026-05-07,ACH CREDIT UMPQUA VALLEY FO PPD,23285.19,832674.55,295187061129556
2026-05-07,ACH CREDIT IRIS TAPROOM PPD,3631.28,836305.83,999879687747232
2026-05-07,ACH CREDIT DESCHUTES FOOD H PPD,15784.59,852090.42,305741130612645
2026-05-07,CHECK 40346,-514.92,851575.50,40346
2026-05-07,CHECK 40348,-4052.12,847523.38,40348
2026-05-07,CHECK 40349,-11512.24,836011.14,40349
2026-05-07,CHECK 40357,-15394.14,820617.00,40357
2026-05-07,CHECK 40359,-7246.09,813370.91,40359
2026-05-07,ACH DEBIT DESCHUTES BREWING  CCD,-14568.93,798801.98,908109606660534
2026-05-07,ACH DEBIT CLEARWATER CREAMER CCD,-8006.58,790795.40,394966226785883
2026-05-07,ACH DEBIT PACIFIC COAST PACK CCD,-4082.34,786713.06,715494640271000
2026-05-07,ACH DEBIT TALENT BRIDGE STAF CCD,-5272.75,781440.31,913975274356846
2026-05-07,ACH DEBIT STUMPTOWN OFFICE S CCD,-330.21,781110.10,557883500771177
2026-05-07,ACH DEBIT RIDGELINE EXPRESS CCD,-2572.46,778537.64,336915332162791
2026-05-07,ACH DEBIT PUGET SOUND SHELLF CCD,-12981.44,765556.20,226428454542203
2026-05-07,ACH DEBIT MT. HOOD BERRY FAR CCD,-12575.51,752980.69,673407030821713
2026-05-07,ACH DEBIT COWLITZ CREEK FARM CCD,-11671.46,741309.23,295194716478774
2026-05-07,ACH DEBIT COLUMBIA RIVER FRE CCD,-3875.74,737433.49,815777762604588
2026-05-07,ACH DEBIT YAKIMA HOP & HERB CCD,-11805.71,725627.78,243375031890814
2026-05-07,ACH DEBIT WALLA WALLA ONION  CCD,-10044.31,715583.47,419653848887220
2026-05-07,ACH DEBIT PACIFIC FLEET FUEL CCD,-2300.67,713282.80,014995579406322
2026-05-07,ACH DEBIT BEAVERTON FORKLIFT CCD,-2263.22,711019.58,657610112190219
2026-05-07,ACH DEBIT CHEHALIS VALLEY EG CCD,-9162.21,701857.37,434338417307597
2026-05-07,ACH DEBIT EMERALD CITY COLD  CCD,-2917.84,698939.53,157044622490292
2026-05-07,ACH DEBIT NORTHWEST REEFER T CCD,-4264.39,694675.14,941275742334756
2026-05-07,ACH DEBIT METHOW VALLEY APPL CCD,-9838.93,684836.21,482538774996578
2026-05-07,ACH DEBIT CHINOOK SMOKEHOUSE CCD,-6151.30,678684.91,459521837501043
2026-05-07,ACH DEBIT TREASURE VALLEY TR CCD,-1446.74,677238.17,069767936682293
2026-05-07,ACH DEBIT BITTERROOT BAKEHOU CCD,-4636.20,672601.97,951635985817216
2026-05-07,ACH DEBIT MCKENZIE RIVER MIL CCD,-9639.85,662962.12,353507944715350
2026-05-07,ACH DEBIT NEWBERG NUT GROWER CCD,-6730.38,656231.74,084188787579705
2026-05-07,ACH DEBIT TETON VALLEY TROUT CCD,-7960.34,648271.40,723351970620019
2026-05-07,ACH DEBIT SNAKE RIVER TROUT  CCD,-15050.35,633221.05,785924613862158
2026-05-07,ACH DEBIT COQUILLE DAIRY COO CCD,-6902.44,626318.61,055308887188814
2026-05-07,ACH DEBIT PALOUSE LENTIL GRO CCD,-5946.91,620371.70,898319992309664
2026-05-07,ACH DEBIT HERMISTON MELON FA CCD,-13655.01,606716.69,675228484827890
2026-05-07,ACH DEBIT UMPQUA OAT MILL CCD,-7404.03,599312.66,686318364670875
2026-05-08,REMOTE DEPOSIT CAPTURE,26629.68,625942.34,8824
2026-05-08,REMOTE DEPOSIT CAPTURE,26513.61,652455.95,3996
2026-05-08,ACH CREDIT GORGE VALLEY CO- PPD,15912.39,668368.34,629802703757395
2026-05-08,REMOTE DEPOSIT CAPTURE,25221.60,693589.94,1079
2026-05-08,REMOTE DEPOSIT CAPTURE,28504.16,722094.10,7386
2026-05-08,REMOTE DEPOSIT CAPTURE,1331.67,723425.77,9779
2026-05-08,CHECK 40343,-14784.83,708640.94,40343
2026-05-08,CHECK 40345,-15102.25,693538.69,40345
2026-05-08,CHECK 40354,-5660.61,687878.08,40354
2026-05-08,FIRST CASCADE LOAN PMT 7719,-6219.50,681658.58,
2026-05-09,REMOTE DEPOSIT CAPTURE,2980.00,684638.58,8392
2026-05-11,REMOTE DEPOSIT CAPTURE,22500.87,707139.45,5152
2026-05-11,REMOTE DEPOSIT CAPTURE,13130.59,720270.04,3994
2026-05-11,ACH CREDIT JUBILEE CANTINA PPD,2884.94,723154.98,636669022528171
2026-05-11,REMOTE DEPOSIT CAPTURE,719.22,723874.20,5991
2026-05-11,ACH CREDIT IRONCLAD BRASSER PPD,3541.41,727415.61,779994245554873
2026-05-11,ACH CREDIT ROSE CITY MARKET PPD,18766.80,746182.41,317105612182488
2026-05-11,ACH CREDIT ALDER STREET MAR PPD,16278.68,762461.09,544596688119104
2026-05-11,REMOTE DEPOSIT CAPTURE,2796.30,765257.39,3473
2026-05-11,ACH CREDIT UPROOT CAFE PPD,2382.20,767639.59,010334022169006
2026-05-11,REMOTE DEPOSIT CAPTURE,2054.05,769693.64,4783
2026-05-11,ACH CREDIT UMPQUA VALLEY FO PPD,11104.94,780798.58,552519628400356
2026-05-11,REMOTE DEPOSIT CAPTURE,14718.34,795516.92,3450
2026-05-11,REMOTE DEPOSIT CAPTURE,3785.15,799302.07,6311
2026-05-11,CHECK 40363,-15543.39,783758.68,40363
2026-05-11,CHECK 40365,-5646.36,778112.32,40365
2026-05-11,CHECK 40366,-11960.76,766151.56,40366
2026-05-11,CHECK 40369,-2221.74,763929.82,40369
2026-05-11,CHECK 40372,-9786.69,754143.13,40372
2026-05-11,CHECK 40373,-6962.48,747180.65,40373
2026-05-12,ACH CREDIT UPLAND KITCHEN PPD,858.65,748039.30,914007481273459
2026-05-12,ACH CREDIT OWYHEE MERCANTIL PPD,21869.83,769909.13,556262848786229
2026-05-12,REMOTE DEPOSIT CAPTURE,17070.41,786979.54,726
2026-05-12,ACH CREDIT LANTERN SUPPER C PPD,1777.82,788757.36,023117776332908
2026-05-12,"INCOMING WIRE ALPENKOST GMBH EUR 10,651.30",11820.81,800578.17,FT5057839140
2026-05-12,REMOTE DEPOSIT CAPTURE,4318.45,804896.62,5540
2026-05-12,CHECK 40367,-8188.29,796708.33,40367
2026-05-12,CHECK 40370,-4507.08,792201.25,40370
2026-05-13,ACH CREDIT JUNIPER HILL FOO PPD,17562.79,809764.04,339408024800388
2026-05-13,ACH CREDIT LANTERN SUPPER C PPD,1039.88,810803.92,950011654027653
2026-05-13,CHECK 40360,-14820.40,795983.52,40360
2026-05-13,CHECK 40361,-2959.43,793024.09,40361
2026-05-14,REMOTE DEPOSIT CAPTURE,1134.03,794158.12,5221
2026-05-14,REMOTE DEPOSIT CAPTURE,4075.63,798233.75,2203
2026-05-14,REMOTE DEPOSIT CAPTURE,3856.11,802089.86,6577
2026-05-14,REMOTE DEPOSIT CAPTURE,1639.67,803729.53,1736
2026-05-14,REMOTE DEPOSIT CAPTURE,3200.15,806929.68,4882
2026-05-14,ACH CREDIT OBSIDIAN GRILL PPD,2071.73,809001.41,944707826878271
2026-05-14,ACH CREDIT MOUNTAIN GROCERS PPD,21933.71,830935.12,733053618022646
2026-05-14,CHECK 40364,-10846.72,820088.40,40364
2026-05-14,CHECK 40371,-3979.89,816108.51,40371
2026-05-14,ACH DEBIT DESCHUTES BREWING  CCD,-14943.62,801164.89,360692968148368
2026-05-14,ACH DEBIT PACIFIC COAST PACK CCD,-5865.33,795299.56,915763803996980
2026-05-14,ACH DEBIT RIDGELINE EXPRESS CCD,-1594.49,793705.07,760405630959700
2026-05-14,ACH DEBIT PUGET SOUND SHELLF CCD,-6893.21,786811.86,711731890128115
2026-05-14,ACH DEBIT ROGUE VALLEY CHEES CCD,-12806.62,774005.24,330482756729322
2026-05-14,ACH DEBIT MT. HOOD BERRY FAR CCD,-9911.49,764093.75,626140507139707
2026-05-14,ACH DEBIT COWLITZ CREEK FARM CCD,-11029.65,753064.10,161956176070201
2026-05-14,ACH DEBIT COLUMBIA RIVER FRE CCD,-807.13,752256.97,361356326603174
2026-05-14,ACH DEBIT NOOKSACK BERRY GRO CCD,-10017.66,742239.31,856455308581176
2026-05-14,ACH DEBIT YAKIMA HOP & HERB CCD,-14203.29,728036.02,973543205286145
2026-05-14,ACH DEBIT CLOUDLEDGER SOFTWA CCD,-468.11,727567.91,968489767918125
2026-05-14,ACH DEBIT BRIGHTLINE JANITOR CCD,-1502.65,726065.26,672655667507040
2026-05-14,ACH DEBIT PACIFIC FLEET FUEL CCD,-2189.59,723875.67,840026614294043
2026-05-14,ACH DEBIT CROWN LINEN & UNIF CCD,-382.17,723493.50,563163946797624
2026-05-14,ACH DEBIT NORTHGATE IT PARTN CCD,-2512.48,720981.02,985179133809618
2026-05-14,ACH DEBIT NORTHWEST REEFER T CCD,-3901.17,717079.85,607734937976596
2026-05-14,ACH DEBIT METHOW VALLEY APPL CCD,-10898.95,706180.90,557370013714770
2026-05-14,ACH DEBIT SOUND CARTAGE CO. CCD,-909.15,705271.75,964349787732758
2026-05-14,ACH DEBIT SIUSLAW CRANBERRY  CCD,-12232.96,693038.79,726994519720716
2026-05-14,ACH DEBIT LUMMI BAY SEAFOOD CCD,-14151.55,678887.24,536210500762849
2026-05-14,ACH DEBIT BITTERROOT BAKEHOU CCD,-14281.97,664605.27,240600789540692
2026-05-14,ACH DEBIT MCKENZIE RIVER MIL CCD,-9811.43,654793.84,772966618353473
2026-05-14,ACH DEBIT NEWBERG NUT GROWER CCD,-8257.41,646536.43,878458796935906
2026-05-14,ACH DEBIT TETON VALLEY TROUT CCD,-7104.03,639432.40,884639537446503
2026-05-14,ACH DEBIT PAYETTE VALLEY BEE CCD,-9653.33,629779.07,526207101526388
2026-05-14,ACH DEBIT SNAKE RIVER TROUT  CCD,-8537.41,621241.66,459792076437950
2026-05-14,ACH DEBIT COQUILLE DAIRY COO CCD,-15079.02,606162.64,161955685531469
2026-05-14,ACH DEBIT WILLAMETTE VALLEY  CCD,-15648.52,590514.12,788672985107136
2026-05-14,ACH DEBIT BOARDMAN TREE FRUI CCD,-11420.85,579093.27,570421564707408
2026-05-14,ACH DEBIT HOOD CANAL OYSTER  CCD,-7841.92,571251.35,479317744796021
2026-05-14,ACH DEBIT WALLOWA GRASS-FED  CCD,-5444.25,565807.10,664989668816968
2026-05-14,ACH DEBIT COLUMBIA GORGE ORC CCD,-6768.73,559038.37,624629481907102
2026-05-14,ACH DEBIT PALOUSE LENTIL GRO CCD,-11389.57,547648.80,774209945239825
2026-05-14,ACH DEBIT HERMISTON MELON FA CCD,-8498.19,539150.61,377064592869406
2026-05-15,REMOTE DEPOSIT CAPTURE,21094.10,560244.71,5612
2026-05-15,REMOTE DEPOSIT CAPTURE,20503.00,580747.71,6418
2026-05-15,ACH CREDIT DRIFTWOOD PANTRY PPD,25736.54,606484.25,638182410365696
2026-05-15,CHECK 40362,-12139.04,594345.21,40362
2026-05-15,CHECK 40368,-13795.63,580549.58,40368
2026-05-15,PINNACLE PAYROLL SVCS PAYROLL DD,-163402.32,417147.26,
2026-05-18,REMOTE DEPOSIT CAPTURE,12851.26,429998.52,5375
2026-05-18,REMOTE DEPOSIT CAPTURE,19943.44,449941.96,1421
2026-05-18,REMOTE DEPOSIT CAPTURE,11234.33,461176.29,8766
2026-05-18,ACH CREDIT PIONEER SQUARE P PPD,17506.13,478682.42,189793391757043
2026-05-18,REMOTE DEPOSIT CAPTURE,1657.67,480340.09,2352
2026-05-18,REMOTE DEPOSIT CAPTURE,3237.59,483577.68,8426
2026-05-18,REMOTE DEPOSIT CAPTURE,1057.26,484634.94,5379
2026-05-18,ACH CREDIT UNDERTOW BAKERY PPD,923.62,485558.56,617254279622466
2026-05-18,REMOTE DEPOSIT CAPTURE,22696.96,508255.52,4844
2026-05-18,ACH CREDIT NORTHSTAR DELI PPD,1720.91,509976.43,934167234424410
2026-05-18,REMOTE DEPOSIT CAPTURE,2742.38,512718.81,8394
2026-05-18,ACH CREDIT ALDER STREET MAR PPD,21678.85,534397.66,026246066749194
2026-05-18,ACH CREDIT FOXGLOVE MARKET PPD,25326.00,559723.66,775155808058236
2026-05-18,REMOTE DEPOSIT CAPTURE,19982.18,579705.84,2337
2026-05-18,REMOTE DEPOSIT CAPTURE,2306.03,582011.87,480
2026-05-18,ACH CREDIT KESTREL MARKET H PPD,24760.75,606772.62,605930566558902
2026-05-18,CHECK 40383,-4098.11,602674.51,40383
2026-05-18,CHECK 40385,-7957.95,594716.56,40385
2026-05-18,CHECK 40386,-13508.85,581207.71,40386
2026-05-18,CHECK 40387,-15062.74,566144.97,40387
2026-05-19,REMOTE DEPOSIT CAPTURE,18863.48,585008.45,128
2026-05-19,REMOTE DEPOSIT CAPTURE,2393.66,587402.11,4654
2026-05-19,ACH CREDIT BELMONT NATURAL  PPD,23124.59,610526.70,667507367208533
2026-05-19,REMOTE DEPOSIT CAPTURE,16365.04,626891.74,5668
2026-05-19,CHECK 40374,-5460.05,621431.69,40374
2026-05-19,CHECK 40376,-8539.25,612892.44,40376
2026-05-20,REMOTE DEPOSIT CAPTURE,27823.40,640715.84,8922
2026-05-20,REMOTE DEPOSIT CAPTURE,11085.11,651800.95,3116
2026-05-20,REMOTE DEPOSIT CAPTURE,1647.94,653448.89,3145
2026-05-20,ACH CREDIT ELK ROCK PROVISI PPD,23060.37,676509.26,703363159495188
2026-05-20,REMOTE DEPOSIT CAPTURE,12232.81,688742.07,8046
2026-05-20,ACH CREDIT IRONWOOD GROCERY PPD,20370.14,709112.21,386290327937424
2026-05-20,ACH CREDIT FILBERT & OAK MA PPD,13443.71,722555.92,983827173410058
2026-05-20,REMOTE DEPOSIT CAPTURE,15429.41,737985.33,6162
2026-05-20,CHECK 40384,-29229.82,708755.51,40384
2026-05-20,CHECK 40388,-396.34,708359.17,40388
2026-05-21,ACH CREDIT YAKIMA ORCHARD M PPD,18462.25,726821.42,103988259290839
2026-05-21,ACH CREDIT SAWTOOTH NATURAL PPD,21418.70,748240.12,562583159803739
2026-05-21,ACH CREDIT HAWTHORNE FRESH  PPD,19367.27,767607.39,712421410346950
2026-05-21,CHECK 40375,-1101.63,766505.76,40375
2026-05-21,CHECK 40379,-12014.89,754490.87,40379
2026-05-21,CHECK 40380,-17646.49,736844.38,40380
2026-05-21,CHECK 40382,-12077.04,724767.34,40382
2026-05-21,ACH DEBIT DESCHUTES BREWING  CCD,-5804.56,718962.78,096556679496389
2026-05-21,ACH DEBIT CLEARWATER CREAMER CCD,-8015.55,710947.23,046673568759163
2026-05-21,ACH DEBIT PACIFIC COAST PACK CCD,-2465.12,708482.11,059693285350172
2026-05-21,ACH DEBIT STUMPTOWN OFFICE S CCD,-724.88,707757.23,535222499965068
2026-05-21,ACH DEBIT WILLAMETTE SANITAT CCD,-924.96,706832.27,928054611907959
2026-05-21,ACH DEBIT COWLITZ CREEK FARM CCD,-13097.39,693734.88,890053020403828
2026-05-21,ACH DEBIT COLUMBIA RIVER FRE CCD,-3580.57,690154.31,300345795741710
2026-05-21,ACH DEBIT NOOKSACK BERRY GRO CCD,-10903.87,679250.44,595438646582659
2026-05-21,ACH DEBIT YAKIMA HOP & HERB CCD,-11857.92,667392.52,022950707335200
2026-05-21,ACH DEBIT WALLA WALLA ONION  CCD,-9774.55,657617.97,533956290636018
2026-05-21,ACH DEBIT PACIFIC FLEET FUEL CCD,-3840.59,653777.38,636601951419124
2026-05-21,ACH DEBIT CROWN LINEN & UNIF CCD,-636.27,653141.11,594231861651954
2026-05-21,ACH DEBIT CHEHALIS VALLEY EG CCD,-6086.61,647054.50,969840765463741
2026-05-21,ACH DEBIT NORTHWEST REEFER T CCD,-3243.52,643810.98,070710330408662
2026-05-21,ACH DEBIT SOUND CARTAGE CO. CCD,-1566.48,642244.50,689763224129122
2026-05-21,ACH DEBIT CHINOOK SMOKEHOUSE CCD,-12635.63,629608.87,936019035054466
2026-05-21,ACH DEBIT TREASURE VALLEY TR CCD,-2619.49,626989.38,609701414957734
2026-05-21,ACH DEBIT SIUSLAW CRANBERRY  CCD,-6526.71,620462.67,024799668686294
2026-05-21,ACH DEBIT LUMMI BAY SEAFOOD CCD,-8982.71,611479.96,008593847813747
2026-05-21,ACH DEBIT BITTERROOT BAKEHOU CCD,-14854.58,596625.38,704546916666181
2026-05-21,ACH DEBIT MCKENZIE RIVER MIL CCD,-14502.16,582123.22,166927441578462
2026-05-21,ACH DEBIT NEWBERG NUT GROWER CCD,-5831.45,576291.77,819308317507096
2026-05-21,ACH DEBIT TETON VALLEY TROUT CCD,-5214.88,571076.89,993626406737240
2026-05-21,ACH DEBIT COASTLINE SHREDDIN CCD,-136.24,570940.65,806960509932267
2026-05-21,ACH DEBIT METRO WASTE HAULER CCD,-612.26,570328.39,900049445890034
2026-05-21,ACH DEBIT WILLAMETTE VALLEY  CCD,-15768.53,554559.86,429125865111204
2026-05-21,ACH DEBIT HOOD CANAL OYSTER  CCD,-15014.40,539545.46,775271699169862
2026-05-21,ACH DEBIT WALLOWA GRASS-FED  CCD,-13254.14,526291.32,762752181681619
2026-05-21,ACH DEBIT COLUMBIA GORGE ORC CCD,-7226.87,519064.45,566126944143822
2026-05-21,ACH DEBIT UMPQUA OAT MILL CCD,-15399.43,503665.02,141020477442094
2026-05-21,ACH DEBIT EVERGREEN BOX & FI CCD,-958.68,502706.34,583364311342217
2026-05-22,REMOTE DEPOSIT CAPTURE,28190.20,530896.54,8438
2026-05-22,REMOTE DEPOSIT CAPTURE,27765.59,558662.13,656
2026-05-22,CHECK 40377,-1535.02,557127.11,40377
2026-05-22,CHECK 40378,-4492.42,552634.69,40378
2026-05-22,CHECK 40381,-8453.72,544180.97,40381
2026-05-22,CHECK 40389,-18894.63,525286.34,40389
2026-05-25,REMOTE DEPOSIT CAPTURE,1801.38,527087.72,4119
2026-05-25,ACH CREDIT WHIDBEY HARVEST  PPD,27397.71,554485.43,966821233886718
2026-05-25,ACH CREDIT VASHON ISLAND MA PPD,13833.21,568318.64,572350841759697
2026-05-25,REMOTE DEPOSIT CAPTURE,2686.43,571005.07,1105
2026-05-25,ACH CREDIT URSA NOODLE HOUS PPD,4156.53,575161.60,629080270756975
2026-05-25,ACH CREDIT ROSE CITY MARKET PPD,20075.79,595237.39,759211856338074
2026-05-25,ACH CREDIT ROSE CITY MARKET PPD,11347.62,606585.01,315278679813598
2026-05-25,"INCOMING WIRE ALPENKOST GMBH EUR 7,327.85",8150.77,614735.78,FT7426361733
2026-05-25,REMOTE DEPOSIT CAPTURE,3721.38,618457.16,4017
2026-05-25,ACH CREDIT NORTHSTAR DELI PPD,2763.10,621220.26,678164508864149
2026-05-25,CHECK 40399,-7082.30,614137.96,40399
2026-05-25,FIRST CASCADE LOC INTEREST 5512,-6440.00,607697.96,
2026-05-25,FIRST CASCADE LOC ADVANCE 5512,55000.00,662697.96,
2026-05-26,REMOTE DEPOSIT CAPTURE,16817.71,679515.67,9729
2026-05-26,REMOTE DEPOSIT CAPTURE,17392.47,696908.14,8747
2026-05-26,REMOTE DEPOSIT CAPTURE,1382.00,698290.14,4950
2026-05-26,ACH CREDIT MADRONA FOOD CO- PPD,19930.89,718221.03,472436832794037
2026-05-26,ACH CREDIT DOVETAIL TAPROOM PPD,2773.82,720994.85,715740434758940
2026-05-26,ACH CREDIT DESCHUTES FOOD H PPD,27663.47,748658.32,926830647693818
2026-05-26,CHECK 40395,-7948.69,740709.63,40395
2026-05-26,CHECK 40397,-2402.66,738306.97,40397
2026-05-27,ACH CREDIT GORGE VALLEY CO- PPD,16168.35,754475.32,883697504107861
2026-05-27,REMOTE DEPOSIT CAPTURE,11531.93,766007.25,9857
2026-05-27,REMOTE DEPOSIT CAPTURE,4153.48,770160.73,567
2026-05-27,CHECK 40391,-3101.57,767059.16,40391
2026-05-27,CHECK 40392,-8252.94,758806.22,40392
2026-05-27,CHECK 40393,-8765.02,750041.20,40393
2026-05-27,CHECK 40396,-6627.11,743414.09,40396
2026-05-27,CHECK 40398,-22653.09,720761.00,40398
2026-05-28,REMOTE DEPOSIT CAPTURE,1590.75,722351.75,5218
2026-05-28,REMOTE DEPOSIT CAPTURE,4108.83,726460.58,604
2026-05-28,REMOTE DEPOSIT CAPTURE,1242.54,727703.12,849
2026-05-28,CHECK 40390,-6271.83,721431.29,40390
2026-05-28,ACH DEBIT CLEARWATER CREAMER CCD,-5413.45,716017.84,289383103501197
2026-05-28,ACH DEBIT PACIFIC COAST PACK CCD,-8344.23,707673.61,991203982970539
2026-05-28,ACH DEBIT TALENT BRIDGE STAF CCD,-5466.16,702207.45,897801450286579
2026-05-28,ACH DEBIT RIDGELINE EXPRESS CCD,-2540.10,699667.35,961851774764740
2026-05-28,ACH DEBIT PUGET SOUND SHELLF CCD,-13936.59,685730.76,441500951178767
2026-05-28,ACH DEBIT ROGUE VALLEY CHEES CCD,-23994.41,661736.35,477306786155698
2026-05-28,ACH DEBIT MT. HOOD BERRY FAR CCD,-9191.46,652544.89,899190050596059
2026-05-28,ACH DEBIT COWLITZ CREEK FARM CCD,-10148.43,642396.46,314157190084183
2026-05-28,ACH DEBIT COLUMBIA RIVER FRE CCD,-3667.44,638729.02,524897524978995
2026-05-28,ACH DEBIT CLOUDLEDGER SOFTWA CCD,-618.45,638110.57,299536335271312
